用户名,博文,转发数,评论数,点赞数,发文时间,来自,页面网址,博文链接,"是否担忧（1=担忧，-1=完全不担忧，0=中性，有些担忧但不用买保险,2=疑似抑郁症）",标签1（担忧对象）,标签2（担忧什么）,标签3（什么保险）,标签4（症状）
有理想的暖宝宝,"
                    希望四年后的2月29日，自己可以成为一个不再让父母担心的大人，并且有能力给父母更好地生活 ​                ",  ,1,1,"
                        02月29日 22:29
                        ",荣耀7X 全面屏手机,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=11,https://weibo.com/6284892656/IwunnkGWm?refer_flag=1001030103_,,,,,
熙和晴眉和煦,"
                    父母眼里，永远是个小孩子吧。担心吃不好穿不漂亮工作太累没有男朋友。担心不够钱花，想着法子给零花钱。 ​                ",  , , ,"
                        02月29日 22:29
                        ",前后2000万 OPPO R11s,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=11,https://weibo.com/2271750475/Iwunk1LvW?refer_flag=1001030103_,,,,,
喜欢你很久你却不知道,"
                    今晚是思想者？可能是自己父母的缘故 我在想大部分人都在说和父母有代沟 谈到有深度的部分概不会详谈 慢慢自我消化 其实这样很累 父母很累 你也很累 父母不知道你在消化什么想弄清但不懂得现在的年轻人在思考什么 孩子很累 孩子不想让父母担心 不想让自己的烦恼变成父母的烦恼 不想让不懂的父母更加不懂 于是我们都变成有代沟的我们其实我们都很想懂对方 苦于压抑 苦于不询问 苦于距离 看到有很多疫情期间吵架的家庭 但也有很多生活的很开心幸福的家庭 吵架是因为生活的代沟 而幸福也因为代沟不存在想揭开代沟其实很简单 让我们的思想处于一个平面 让我们思考慢慢趋于大同化 让父母慢慢的接受新事物 或者有新的平台更容易让他们接受 这时候便不要不耐烦 细心的耐心的指导父母 因为这个时候的他们也许更像一个孩子爱父母也就是在爱自己 多和父母交流 不要只是生活上的 更多的是思想 收起全文d
                ",  , , ,"
                        02月29日 22:24
                        ",华为P9手机摄影再突破,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=11,https://weibo.com/6583079989/IwuljEQd2?refer_flag=1001030103_,,,,,
做可爱永远无敌,"
                    真挚许愿四年后的今天我学会了处理和父母的关系，可以大大方方地向他们介绍小谢，不用担心会吵架，不用害怕会被指责我有了我觉得不错的工作，无论在哪儿，养活了自己，生活渐渐走上了正轨，脱离了无产阶级……不用再想买什么却很纠结钱的问题，可以开开心心地收快递所有人都健健康康，毕竟我最终的愿望是世界和平也许我可以和小谢结束异地恋了吧……（愿望好多，好像痴人说梦） 收起全文d
                ",  ,6,1,"
                        02月29日 22:16
                        ",荣耀10 AI变色更潮美,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=11,https://weibo.com/5203674647/IwuhNAUC8?refer_flag=1001030103_,,,,,
smilejx_漫步云端,"
                    今天过得很平静很幸福。早上和宝宝，爸爸一起睡了个超级大懒觉。宝宝的背贴着妈妈的胸，妈妈的背贴着爸爸的胸，三明治式的睡觉姿势。中午好久没有见面的外公外婆开着车在小区的外面等着见见宝宝，亲爸亲妈啊，送来了日本的口罩，非常时期最担心最心疼自己的永远是父母。四年后的2月29日，希望大家都好好的。珍惜生活，珍惜身边人。 收起全文d
                ",  , ,3,"
                        02月29日 22:07
                        ",HUAWEI Mate 20,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=11,https://weibo.com/1404469630/IwueehNIY?refer_flag=1001030103_,,,,,
拔节生长的小青芒,"
                    父母的爱可能是担心你回去没有饭吃，买不到饭吃，特意去给你蒸点馍，特意去超市里给你买很多东西，让你带回去。可能是你说的话件件有回应，事事有着落。可能是你今天晚上刚吃过晚饭还没一个小时，就又去做了一顿饭，虽然不饿，但是你还是吃了一碗，因为那里面不只是饭，是爱。感恩 ​                ",  , ,2,"
                        02月29日 22:07
                        ",小米5X 拍人更美,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=11,https://weibo.com/3929705454/Iwue8jPOj?refer_flag=1001030103_,,,,,
荆志伟w,"
                    记不清四年前了，也记不清四年前的自己了，四年后，还会有奥运会，还会有2.29，生活还会继续。但再过四年，我真的就要三十而立了。那时应该面对很多的压力，工作，生活，父母，爱情，婚姻等等，更多的事情。有一丝慌张，有一些担心。。。接下来，重要的四年，请努力，扮演好每一个角色，承担起越来越多的责任。。四年后见，see you! 收起全文d
                ",  ,2,6,"
                        02月29日 22:05
                        ",OPPO超视野全面屏R15,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=11,https://weibo.com/5014209069/Iwudogosp?refer_flag=1001030103_,,,,,
非诚勿扰,"
                    #非诚勿扰#在婚恋过程中，有一部分女生或者一部分女生父母在意对方的学历，并不是因为担心在和对方在日常的沟通中出现问题，有时候仅仅是为了面子，你觉得另一半的学历重要吗？  L非诚勿扰的微博视频 ​                ",2,54,70,"
                        02月29日 22:00
                        ",微博视频,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=11,https://weibo.com/1713458220/IwubkgMT3?refer_flag=1001030103_,,,,,
来个C,"
                    #猫#觉得除了父母健在知己二三抢回来之前上交新苗结题报告前几天他担心就喜欢一个像俊儿一样爱吃啊， ​                ",  , , ,"
                        02月29日 21:47
                        ",微博手机版,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=11,https://weibo.com/6510616905/Iwu63dAEF?refer_flag=1001030103_,,,,,
QQFLYFLYXGQP,"
                    这么大了，父母还是担心  自己照顾不好自己。妈妈视频说，看见两个房间现在没人住了，心里空落落的，还哭了，哎，爱爸爸爱妈妈。 ​                ",  , ,1,"
                        02月29日 21:43
                        ",前后2000万 OPPO R11s,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=11,https://weibo.com/5063110990/Iwu4q97yQ?refer_flag=1001030103_,,,,,
揣一口袋糖去赴约,"
                    #四年后的2月29#学有所成 不再让父母担心吧！在此之前希望见过我耳机里男孩纸#朱正廷0318生日快乐# ​                ",  , , ,"
                        02月29日 21:41
                        ",咕噜咕噜Android,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=11,https://weibo.com/5990967716/Iwu3VFQls?refer_flag=1001030103_,,,,,
你们的buff,"
                    二月我真的努力了  一个月前想做的 都做到了推掉所有广告合约 没日没夜开会 父母担心身体 男朋友着急生气  爸爸妈妈早上起床的时候我还在桌前坐着  上午补觉一会儿又开始忙帮助信任我的女孩子收入翻倍 ❤️ 一封封表白信and军令状 都精准击中我的内心深处成为你们的SUPER SHERO 月收入突破六位数  一个人的价值 不在于自己多成功 而在于 她能够成就多少人  确实爱钱  但在此时此刻  利益于我黯淡无光山顶上的风景一定最美  山顶上的人也一定最优秀我 想带你们 去山顶看看 驻扎下来 俯瞰人间 2辛集市 收起全文d
                ",  , ,4,"
                        02月29日 21:41
                        ",iPhone 11,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=11,https://weibo.com/2773544091/Iwu3Fawpa?refer_flag=1001030103_,,,,,
一个小姑娘呦,"
                    在父母眼中永远是长不大的孩子每次都得让他们跟着担心以后当一个坚强的姑娘吧改名叫臧坚强 2临沂 ​                ",  ,1,2,"
                        02月29日 21:25
                        ",前后2000万 OPPO R11s,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=12,https://weibo.com/6078172737/IwtXbAUWf?refer_flag=1001030103_,,,,,
未来集市店主邀请码9302919,"
                    这一生最对不起的人就是自己的父母！无论多大在父母的眼里都还是孩子，一直在为我担心操心！心里很不是滋味 ​                ",  , , ,"
                        02月29日 21:11
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=12,https://weibo.com/2931592117/IwtRxr3jw?refer_flag=1001030103_,,,,,
飞常爱幸福,"
                    2020年2.29号四年才一次的29号其实这几天心情一直都很差每天晚上都会心里很难受哭出来以后也还是不太能释怀想了很多疫情结束后怎么办路该往哪走越不想让父母担心越表现出来的是脾气暴躁让他们更担心挺住我要挺住希望快点好起来希望我爱的人和爱我的人都能健康开心快乐平安@飞常-幸福 2武汉 收起全文d
                ",  ,1, ,"
                        02月29日 20:55
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=12,https://weibo.com/2611944021/IwtKTc3aP?refer_flag=1001030103_,,,,,
热门综艺追击,"
                    我家那闺女抗疫，太好哭了，他们也是闺女，也有父母担心我家那闺女 L热门综艺追击的微博视频 ​                ",  ,1,1,"
                        02月29日 20:53
                        ",我家那闺女超话,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=12,https://weibo.com/6574339913/IwtKeqvWS?refer_flag=1001030103_,,,,,
废物男青年,"
                    你曾想过做一个没有父母的“孤儿”吗？不用担心学习成绩，不用被父母碎碎念，不用按照他们的想法活着，只有自己，想做什么就做什么，自己选择上学、打工，那些公务员研究生通通都去死吧(虽然不现实)，但是我能做会儿梦，梦里是我的游乐园。 ​​​                ",  , , ,"
                        02月29日 20:48
                        ",前后2000万 OPPO R11,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=12,https://weibo.com/3189606870/IwtI6kSBc?refer_flag=1001030103_,,,,,
早就忘了__,"
                    住院那么久打了第一个电话给爸爸，他一边关心一边责备我，自己也是难过，一点回报都没给过父母，全部给担心他们承受。还是家里人好，这些年做错的事那么多都被包容，原谅，甚至安慰。无以为报，等我康复出院，我会慢慢回报你们的，我不会再任性妄为，不顾后果了。把该还的都还了，好好陪你们。 ​                ",  , , ,"
                        02月29日 20:43
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=12,https://weibo.com/1868482385/IwtGmrDW5?refer_flag=1001030103_,,,,,
向光裡墜落,"
                    #写给四年后的自己#  希望自己已经顺利出国 正在努力适应新的生活和现在好姐妹们依旧每天信息不断渐渐学会了不让父母担心有越来越多的机会见到两个宝贝(还有瘦到了自己想要的数字) ​                ",  , ,2,"
                        02月29日 20:43
                        ",無关人士的Android,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=12,https://weibo.com/7187696123/IwtG5lAp9?refer_flag=1001030103_,,,,,
亖w亖,"
                    不知道為什麼 可能是因為最近的事情 突然開始擔心起父母的身體狀況來二位都抽菸 都不怎麼鍛煉 都不注意飲食按我對自己的瞭解 沒法在可以閒著的地方呆著超過一個月以上 一定是按日本人的氣概來摧殘自己才安心完全甩了感情來說 孩子死了父母沒什麼 父母死了孩子則完全斷了生活來源——直到合適的年齡 天秤轉向另一邊 父母沒孩子在身邊可能自己猝死在家都沒人知道 去個醫院可能都是問題 父母還好 全家上下這輩子沒離開過這城市 到我 則是要開始思考一個新的問題了 收起全文d
                ",  , ,3,"
                        02月29日 20:34
                        ",iPhone,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=12,https://weibo.com/2825969655/IwtCI6XNI?refer_flag=1001030103_,,,,,
随手拍长春,"
                    【援鄂护士镜框积汗水，抬头就会进眼睛：没跟父母说来了武汉】吉林援鄂护士陈雪长时间戴护目镜工作，镜框里积了许多汗水，全程只得低着头或平视。她到武汉支援已有18天，平时中午没时间吃饭，加上工作繁忙，已瘦了10斤。陈雪怕父母担心，到现在都没告诉父母自己在武汉。via@梨吉林 L一手video的秒拍视频 收起全文d
                ",  , ,1,"
                        02月29日 20:30
                        ",微博 weibo.com,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=12,https://weibo.com/1704163047/IwtAJcjbj?refer_flag=1001030103_,,,,,
耶比耶比11,"
                    随手发个pyq我妈就担心起我状态来 在外都是报喜不报忧 但父母能从我们的表情和语言中看出境况 经常鼓励我给予我力量 自己在父母面前永远都是孩子 永远是我的依靠 ​                ",  , ,2,"
                        02月29日 20:20
                        ",,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=12,https://weibo.com/3257771642/IwtwStKX8?refer_flag=1001030103_,,,,,
古力古豆,"
                    来自亲父母的甜蜜暴击担心没饭吃，吃不饱，没存粮… ​                ",  , , ,"
                        02月29日 20:07
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=12,https://weibo.com/3051120985/IwtrJj6qD?refer_flag=1001030103_,,,,,
我是我Susun,"
                    #四年后的2月29# 四年后希望自己能够过的比现在好一点，没有什么担心的事情，父母身体健康。再见了，2020年2月29日。2020年是比较特殊的一年，愿2020年国泰民安 ​                ",  , , ,"
                        02月29日 19:40
                        ",疾速双摄 魅蓝 Note6,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=12,https://weibo.com/3749321174/IwtgG6yYP?refer_flag=1001030103_,,,,,
阿鑫的黑白灰,"
                    #写给四年后的自己# 四年后的你终于到了你认为最有魅力的年纪，30岁，希望那时的你有房有车，成为了工作中想要的样子，有了把爱好变为能力的本领，不再让父母担心，能把自己照顾的很好，有没有对的人出现都无所谓，因为你已经开始学会了享受生活 ​                ",  , , ,"
                        02月29日 19:19
                        ",HUAWEI P30,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=12,https://weibo.com/1855621343/Iwt7ZocuL?refer_flag=1001030103_,,,,,
摇滚少女不吃草,"
                    #四年后的2月29#追剧总是与大家有时差但是不得不说亲爱的热爱的真的太上头了韩商言这样的男人太迷人了大叔萝莉恋太好嗑了OK 转入正题希望四年后的自己安心稳定快乐希望不要让父母再为我担心朋友能够常伴 家人能够安康如果可以遇到一个如韩商言一样的男朋友吧 ​                ",  ,1,1,"
                        02月29日 19:11
                        ",不回头的iPhone XR,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=12,https://weibo.com/2682315212/Iwt4WfLtt?refer_flag=1001030103_,,,,,
丁丁猫STEAM空间,"
                    今天看到一个正在韩国留学的武汉姑娘，以前每天睡不着担心武汉的家人，现在武汉的父母又反向过来担心她了。想到一句很伤感的话：一家人不要在同一篮子里。。。。。 ​                ",  , , ,"
                        02月29日 19:08
                        ",荣耀Note10 大屏旗舰,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=12,https://weibo.com/1403881490/Iwt3Aol7a?refer_flag=1001030103_,,,,,
晨曦余情未了,"
                    #对四年后的自己说句话#四年后我是干着稳定工作，父母不在为我而担心吧！可以养猫（这一点很重要）。愿自己四年后不是去当兵吧。2020.2.29 ​                ",  , ,1,"
                        02月29日 18:29
                        ",华为手机 畅享玩不停,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=12,https://weibo.com/6091479665/IwsNO1WOF?refer_flag=1001030103_,,,,,
呆萌呆蠢呆可爱,"
                    气炸了气炸了气炸了                    —2020.02.29长大后 不愿和父母提及自己的不开心了怕他们听到会担心所以常常一个人独自崩溃又一个人悄悄自愈这就是成人的世界吧 ​                ",  , , ,"
                        02月29日 18:20
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=12,https://weibo.com/3901146783/IwsK1FcLG?refer_flag=1001030103_,,,,,
朴蜜蜜私人小秘_蓓,"
                    #四年后的2月29# 希望找到相伴一生的爱人组建自己的小家庭。希望父母身体健康两个人能一起环游世界不用担心我。希望工作顺利现在在做的项目稳健进行。希望家人朋友都能幸福快乐健康顺遂。希望自己的小金库更加丰满。希望我追随的光，更加闪闪发光。以上 ​                ",  ,4,12,"
                        02月29日 18:13
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=12,https://weibo.com/1769671840/IwsHn4H6F?refer_flag=1001030103_,,,,,
Onion_洋葱圈,"
                    20200229四年一次的日子，2014年开始考证到现在，从未停过脚步👣，或许广漂的日子让我越来越觉得没安全感，所以拼命的增值自己活在当下，一路走来真的很累，随着年龄的增长，父母也一天天的衰老，他们健康的问题变成你最担心的事，不稳定的工作也变成自己生存的压力，在社会生存很多时候是忍气吞声，沉默寡言是最能保护自己的。再多的不愉悦也只能和自己说。 2广州·汾水小区 收起全文d
                ",  ,1,1,"
                        02月29日 18:11
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=12,https://weibo.com/2369773994/IwsGlymVl?refer_flag=1001030103_,,,,,
啊喂佑是美木嘛,"
                    只要我够狠胖妮作为独生女就不用担心父母养老问题 ​                ",  ,4, ,"
                        02月29日 18:01
                        ",nova6 5G自拍大不一样,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=12,https://weibo.com/6165973088/IwsCwh06e?refer_flag=1001030103_,,,,,
落槐桑,"
                    百闻不如一见是肖战#肖战三十三旁白##肖战粉丝澄清辟谣# 有一只狼宝宝，它一生下来不吃肉只吃素，它父母很担心啊。结果一天看到狼宝宝追一只兔子啦，父母很欣慰。然后狼宝宝抓住兔子说：把胡萝卜交出来！ ​                ",  , , ,"
                        02月29日 17:49
                        ",百闻不如一见是肖战超话,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=13,https://weibo.com/6512301979/IwsxDEoBL?refer_flag=1001030103_,,,,,
妈妈宝宝控,"
                    父母担心的新生儿小问题都在这里啦 ​                ",  , , ,"
                        02月29日 17:30
                        ",皮皮时光机,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=13,https://weibo.com/2737534681/IwspGeBbg?refer_flag=1001030103_,,,,,
尤女木,"
                    #四年后的2月29#希望四年后身边的朋友一个都没有少啊然后可以找到自己喜欢的实习工作 希望那时候的日子是从容自在的 不用迫切的追求什么担心什么 父母也就不用为我操心啦 一定要成为更好的人啊喂！！ ​                ",  ,4,3,"
                        02月29日 17:26
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=13,https://weibo.com/5650197263/Iwso9Fpwi?refer_flag=1001030103_,,,,,
DJ程一,"
                    #和单亲家庭的人在一起#可以吗？这个问题本身就说明了你的顾虑，你在担心什么。首先，我个人对单亲家庭的父母和孩子没有任何偏见。每个人都是一个独立的个体，每个人的情况都不一样，不是所有单亲家庭的父母和孩子都是这样的。单亲家庭不是决定因素，怎样教育孩子，怎样做一个独立人格的人，这都是每个人自己的选择。不是一个单亲家庭的标签就可以定义所有人。一个人值不值得爱，取决于这个人本身，不取决于他的标签。取决于，他是否用心。​​我们这一代人比过去的人受到更多的教育，接受了更多的新思想，相信你们一定都能成为更好的父母和更好的孩子，共勉 收起全文d
                ",18,136,258,"
                        02月29日 17:07
                        ",,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=13,https://weibo.com/1881083927/IwsgD4mCN?refer_flag=1001030103_,,,,,
温暖黎叔,"
                    #你理想的结婚年龄是多大#说下个人看法，父母催我们结婚，是担心我们自己以后孤单。但对于我们个人而言，不应该把结婚当做一个必须完成的任务，然后带着一个枷锁一样活着。毕竟我们活在这个世界，抛开诸多外因，我们都是为了自己而活。所以让自己开心一点不好吗？其次，如果要结婚，那起码是和有共同语言的人结婚吧。这一点都做不到的话，两个人在一起有什么意思。毕竟两个人结婚不仅仅是两个人的事情，是两个家庭的碰撞和磨合。最后，回归问题本身。如果一定要结婚，而且要限制年龄的话。普通人在30岁左右吧，最晚不超过35岁。这个年龄段，有一定存款，有相对多的社会经验和储备。对家庭能够提供更好的条件。 收起全文d
                ",103,110,156,"
                        02月29日 16:58
                        ",,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=13,https://weibo.com/7100115340/IwscUgcl3?refer_flag=1001030103_,,,,,
潇一子非,"
                    担心父母疫情期间乱跑，每天两个电话念叨他们不要出去乱跑。昨天妈妈瞒着我坐车回老家给外婆扫墓，带的还是薄口罩而不是我寄给她的好的口罩。我气的说乱跑被感染了怎么办，不要害家人。我妈被我冷言冷语吓到了，闷着不说话。我脾气也倔，直接挂了电话，不想和她说什么。这几天一直下雨，我妈体质也不好，这种天气又容易着凉。我气我妈不听话，又内疚不应该对她那么凶。烦烦烦 收起全文d
                ",  , , ,"
                        02月29日 16:50
                        ",荣耀20,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=13,https://weibo.com/2740268663/Iws9IhoJy?refer_flag=1001030103_,,,,,
天果香,"
                    擦，hr说北京只是部分复工！！然后经过慎重考虑，选了几个leader允许复工其他人继续WFH…我…… 我看看周一的情况没啥必要还是继续在家吧。我在家干活干的挺好的… 主要是家里还有父母+姥姥因为过年就一直在。担心他们 ​                ",  ,6, ,"
                        02月29日 16:25
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=13,https://weibo.com/1557990250/IwrZt01TQ?refer_flag=1001030103_,,,,,
宝家乡墅科技,"
                    #疫情过后的房屋改造计划##四年一度的2月29来了# 今日份乡村建房小知识分享～老人房无障碍设计怎么做？父母行动迟缓，起夜不方便，担心摔倒怎么办？看看我们的解决方案吧👇 ​                ",  , , ,"
                        02月29日 16:11
                        ",iPhone 8 Plus,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=13,https://weibo.com/6509160296/IwrTADpTM?refer_flag=1001030103_,,,,,
