字段1_文本,字段1_链接,字段2,字段3,"是否担忧（1=担忧，-1=完全不担忧，0=中性，有些担忧但不用买保险,2=疑似抑郁症）",标签1（担忧对象）,标签2（担忧什么）,标签3（什么保险）,标签4（症状）,是否有直接保险需求
徐州太平洋保险公司售后服务部,https://tieba.baidu.com/p/3373824206,0,"
            10-26        ",,,,,,
想了解一下保险,https://tieba.baidu.com/p/3360767326,2,"
            10-24        ",,,,,,
早一天购买保险早一天享受保障,https://tieba.baidu.com/p/3369082412,0,"
            10-24        ",,,,,,
中国平安保险,https://tieba.baidu.com/p/3357326080,4,"
            10-24        ",,,,,,
重疾险=收入损失,https://tieba.baidu.com/p/3366146166,0,"
            10-23        ",,,,,,
想给爸妈买保险,https://tieba.baidu.com/p/3367495437,0,"
            10-23        ",,,,,,
找我,https://tieba.baidu.com/p/3351738935,1,"
            10-21        ",,,,,,
中美联泰大都会北京电销职场介绍,https://tieba.baidu.com/p/3362808941,1,"
            10-21        ",,,,,,
想买份保险，有没有合适的麻烦推荐下,https://tieba.baidu.com/p/3359337313,2,"
            10-20        ",,,,,,
中国太平  卓越世享,https://tieba.baidu.com/p/3361213314,0,"
            10-20        ",,,,,,
幸福人生，平安守护------合肥平安保险,https://tieba.baidu.com/p/3358204254,1,"
            10-19        ",,,,,,
平安爱心卡,https://tieba.baidu.com/p/3360577043,0,"
            10-19        ",,,,,,
保险代理人,https://tieba.baidu.com/p/3348032724,2,"
            10-19        ",,,,,,
儿童分红保险介绍,https://tieba.baidu.com/p/3358208259,0,"
            10-18        ",,,,,,
想买保险，可是不懂,https://tieba.baidu.com/p/3357176525,1,"
            10-18        ",,,,,,
想买保险,https://tieba.baidu.com/p/3353269174,1,"
            10-17        ",,,,,,
大小万能险,https://tieba.baidu.com/p/3354426702,0,"
            10-16        ",,,,,,
我想买保险有意加我微信哦！shanhui523146911,https://tieba.baidu.com/p/3354052366,0,"
            10-16        ",,,,,,
【安康一生~家庭保障最佳选择？？？】,https://tieba.baidu.com/p/3349590658,1,"
            10-15        ",,,,,,
怎么买保险，三大顺序，六大原则,https://tieba.baidu.com/p/3351098138,0,"
            10-14        ",,,,,,
卖保险,https://tieba.baidu.com/p/3351073494,0,"
            10-14        ",,,,,,
我有一辆宝马车现在想找一家好点的保险公司上险,https://tieba.baidu.com/p/3349001788,1,"
            10-14        ",,,,,,
假期临近，中宏保险提醒您，提高旅游安全防范意识 重视少儿保障,https://tieba.baidu.com/p/3348928202,0,"
            10-13        ",,,,,,
你的平安，我的承诺！,https://tieba.baidu.com/p/3320910403,3,"
            10-13        ",,,,,,
我想买保险，不知道如何选择,https://tieba.baidu.com/p/3323501776,5,"
            10-13        ",,,,,,
泰康人寿保险，有意向的可私聊,https://tieba.baidu.com/p/3326961465,1,"
            10-13        ",,,,,,
想买保险，怎么弄啊？？？,https://tieba.baidu.com/p/3335796562,4,"
            10-13        ",,,,,,
两个人工作好几年了，想买份能够保本增值的保险，风险承受能力一般,https://tieba.baidu.com/p/3333594682,5,"
            10-13        ",,,,,,
想买一份保险,https://tieba.baidu.com/p/3317755169,1,"
            10-13        ",,,,,,
我要买保险 一家人的 非礼勿扰,https://tieba.baidu.com/p/3322588601,2,"
            10-13        ",,,,,,
招募,https://tieba.baidu.com/p/3344469895,0,"
            10-13        ",,,,,,
买保险,https://tieba.baidu.com/p/3344538543,3,"
            10-13        ",,,,,,
有什么适合宝宝的保险啊,https://tieba.baidu.com/p/3338453679,2,"
            10-13        ",,,,,,
想买份儿童保险,https://tieba.baidu.com/p/3315140286,4,"
            10-13        ",,,,,,
买保险，给儿子现在6个月有什么好的推荐吗？,https://tieba.baidu.com/p/3341738412,7,"
            10-13        ",,,,,,
保险十大优势,https://tieba.baidu.com/p/3342210692,4,"
            10-10        ",,,,,,
存钱,https://tieba.baidu.com/p/3342222376,0,"
            10-10        ",,,,,,
祝贺！[胜利][胜利]中央台播放《平安福产品》得了保险业的金奖,https://tieba.baidu.com/p/3341107348,0,"
            10-9        ",,,,,,
lilia163168，加我有惊喜,https://tieba.baidu.com/p/3339145306,0,"
            10-8        ",,,,,,
平安专业精英，微信weiduoliya12,https://tieba.baidu.com/p/3338707228,0,"
            10-8        ",,,,,,
长春平安保险,https://tieba.baidu.com/p/3336715641,0,"
            10-7        ",,,,,,
新的养老办法    也是子女教,https://tieba.baidu.com/p/3334501689,0,"
            10-6        ",,,,,,
新的养老办法    也是子女教,https://tieba.baidu.com/p/3331614507,0,"
            10-4        ",,,,,,
想买保险不知道买哪种，求推荐,https://tieba.baidu.com/p/3299611310,9,"
            10-2        ",,,,,,
买保险的注意啦！好消息来了,https://tieba.baidu.com/p/3327087146,0,"
            10-2        ",,,,,,
长春平安保险公司,https://tieba.baidu.com/p/3323256495,0,"
            9-30        ",,,,,,
太平洋保险咨询（邹城）,https://tieba.baidu.com/p/3322112799,1,"
            9-29        ",,,,,,
本人长春平安保险公司的。,https://tieba.baidu.com/p/3318729278,1,"
            9-28        ",,,,,,
新的养老办法 也是子女教育金，,https://tieba.baidu.com/p/3318731557,0,"
            9-27        ",,,,,,
买保险,https://tieba.baidu.com/p/3313374887,1,"
            9-27        ",,,,,,
昆山太平洋保险,https://tieba.baidu.com/p/3250082334,4,"
            9-27        ",,,,,,
我想买保险,https://tieba.baidu.com/p/3317377901,1,"
            9-27        ",,,,,,
怎么给宝宝买保险？,https://tieba.baidu.com/p/3315404717,0,"
            9-27        ",,,,,,
武汉地区中国平安,https://tieba.baidu.com/p/3314612854,0,"
            9-25        ",,,,,,
想买份保险，但是不知道该买哪一种？求建议,https://tieba.baidu.com/p/3313641307,1,"
            9-25        ",,,,,,
想买保险,https://tieba.baidu.com/p/3313232652,0,"
            9-24        ",,,,,,
想买保险,https://tieba.baidu.com/p/3312579094,0,"
            9-24        ",,,,,,
想给我儿子购买一份保险,https://tieba.baidu.com/p/3286529373,2,"
            9-23        ",,,,,,
当妈妈了就想给孩子最好的·我想给宝宝买份保险这样会觉得更安心·,https://tieba.baidu.com/p/3310629854,1,"
            9-23        ",,,,,,
买保险别只看广告，要看年报！,https://tieba.baidu.com/p/3174783185,6,"
            9-21        ",,,,,,
免费咨询,https://tieba.baidu.com/p/3306541637,0,"
            9-21        ",,,,,,
爸妈年纪大了。想给他们买保险。但不知道买哪种的。求介绍,https://tieba.baidu.com/p/3295717664,3,"
            9-17        ",,,,,,
还在累还在永远不断地的服务 打电话吗！,https://tieba.baidu.com/p/3298022800,0,"
            9-16        ",,,,,,
河源平安保险,https://tieba.baidu.com/p/3160881707,1,"
            9-16        ",,,,,,
免费给您咨询保险方面的产品！,https://tieba.baidu.com/p/3175009214,3,"
            9-16        ",,,,,,
中国人寿江苏吧欢迎你,https://tieba.baidu.com/p/3188339043,2,"
            9-16        ",,,,,,
太平洋保险,https://tieba.baidu.com/p/3198672074,1,"
            9-16        ",,,,,,
想了解商业保险,https://tieba.baidu.com/p/3199291093,3,"
            9-16        ",,,,,,
江苏张家港的朋友想买保险可以联系我！,https://tieba.baidu.com/p/3208779919,4,"
            9-16        ",,,,,,
沈阳平安保险,https://tieba.baidu.com/p/3214102084,1,"
            9-16        ",,,,,,
上海想保险的找我,https://tieba.baidu.com/p/3216613583,2,"
            9-16        ",,,,,,
企业主如果选择保险 推荐 产品组合,https://tieba.baidu.com/p/3230255721,2,"
            9-16        ",,,,,,
成人保障产品推荐,https://tieba.baidu.com/p/3295501989,0,"
            9-16        ",,,,,,
买保险,https://tieba.baidu.com/p/3296556794,0,"
            9-15        ",,,,,,
本人想买保险,https://tieba.baidu.com/p/3294995702,0,"
            9-14        ",,,,,,
买保险,https://tieba.baidu.com/p/3254422269,5,"
            9-13        ",,,,,,
最好的少儿险！买保险就是买平安！,https://tieba.baidu.com/p/3291581797,0,"
            9-13        ",,,,,,
【最新消息】10月1日停止销售,https://tieba.baidu.com/p/3290849187,0,"
            9-12        ",,,,,,
买保险就是买平安！,https://tieba.baidu.com/p/3290397074,0,"
            9-12        ",,,,,,
想给我的女儿买保险,https://tieba.baidu.com/p/3286602844,0,"
            9-11        ",,,,,,
买什么保险比较好，求推荐,https://tieba.baidu.com/p/3253224995,8,"
            9-11        ",,,,,,
想买一份保险，但是不大懂，求指教,https://tieba.baidu.com/p/3265809999,1,"
            9-11        ",,,,,,
许昌平安人寿,https://tieba.baidu.com/p/3287477041,0,"
            9-10        ",,,,,,
想给我的女儿买保险,https://tieba.baidu.com/p/3286604609,0,"
            9-10        ",,,,,,
想给我的女儿买保险,https://tieba.baidu.com/p/3286602354,0,"
            9-10        ",,,,,,
新的养老方式,https://tieba.baidu.com/p/3285555317,1,"
            9-10        ",,,,,,
想给孩子买保险,https://tieba.baidu.com/p/3241548651,9,"
            9-9        ",,,,,,
有意向卖保险，,https://tieba.baidu.com/p/3284271404,0,"
            9-9        ",,,,,,
中秋快乐,https://tieba.baidu.com/p/3283786707,0,"
            9-8        ",,,,,,
看懂了你就是专家了哦！,https://tieba.baidu.com/p/3257536004,3,"
            9-7        ",,,,,,
许昌平安客户经理杨峰，祝大家平安幸福！,https://tieba.baidu.com/p/3276138369,0,"
            9-5        ",,,,,,
中航安盟参加四川省“现代农业产业链战略协作对接会”,https://tieba.baidu.com/p/3274596263,2,"
            9-4        ",,,,,,
想帮父母买保险求推荐！,https://tieba.baidu.com/p/3268867552,5,"
            9-3        ",,,,,,
我想给自己和家人买保险,https://tieba.baidu.com/p/3229850047,4,"
            9-3        ",,,,,,
许昌平安，平安许昌,https://tieba.baidu.com/p/3269273064,0,"
            9-1        ",,,,,,
我是许昌哒,https://tieba.baidu.com/p/3268319365,0,"
            9-1        ",,,,,,
中国人寿防癌及重疾保险,https://tieba.baidu.com/p/3245619416,5,"
            8-30        ",,,,,,
求保险推荐,https://tieba.baidu.com/p/3263361739,1,"
            8-29        ",,,,,,
最近想买个保险^O^,https://tieba.baidu.com/p/3255255717,1,"
            8-26        ",,,,,,
想买保险 但是不知道哪个险种好 有人可以给我提供点这方面的建议么,https://tieba.baidu.com/p/1397879845,9,"
            8-21        ",,,,,,
买个保险,https://tieba.baidu.com/p/2383086163,17,"
            8-21        ",,,,,,
1992年出生的女孩，买什么保险？,https://tieba.baidu.com/p/1123020628,22,"
            8-21        ",,,,,,
求给宝宝买保险那个好,https://tieba.baidu.com/p/3222269382,6,"
            8-21        ",,,,,,
本人在厦门平安保险的业务员，你们有什么要问的吗？,https://tieba.baidu.com/p/3244400990,0,"
            8-20        ",,,,,,
大家好，我是太平洋保险公司的，请湖南的老乡需要买保险的联系我。,https://tieba.baidu.com/p/3244398297,0,"
            8-20        ",,,,,,
保险让生活更美好,https://tieba.baidu.com/p/3182237767,2,"
            8-19        ",,,,,,
企业主如果选择保险 推荐 产品组合,https://tieba.baidu.com/p/3232246057,0,"
            8-15        ",,,,,,
商保将成为趋势,https://tieba.baidu.com/p/3231487529,0,"
            8-15        ",,,,,,
买什么保险好，求推荐，速联：李15731114733、13832342575,https://tieba.baidu.com/p/3164574209,6,"
            8-15        ",,,,,,
已婚有孩家庭如果选择保险 推荐 产品组合,https://tieba.baidu.com/p/3230247703,0,"
            8-14        ",,,,,,
已婚无孩夫妻如果选择保险 推荐 产品组合,https://tieba.baidu.com/p/3230233611,0,"
            8-14        ",,,,,,
未婚人士如果选择保险   推荐 产品组合,https://tieba.baidu.com/p/3230213832,0,"
            8-14        ",,,,,,
保险,https://tieba.baidu.com/p/3230174945,0,"
            8-14        ",,,,,,
天津保险售前咨询群2 群1满员  群2 169050501,https://tieba.baidu.com/p/1308552190,0,"
            8-14        ",,,,,,
保定各县和市区有买保险的可以咨询我,https://tieba.baidu.com/p/3175661235,2,"
            8-13        ",,,,,,
有需要保险的朋友可以联系我,https://tieba.baidu.com/p/3216322219,6,"
            8-12        ",,,,,,
中国太平洋保险,https://tieba.baidu.com/p/3225654811,0,"
            8-12        ",,,,,,
想买份医疗保险，请教专业人士指点.....,https://tieba.baidu.com/p/792830974,39,"
            8-11        ",,,,,,
我想买一份保险,https://tieba.baidu.com/p/3111924699,9,"
            8-11        ",,,,,,
东吴人寿南京分公司,https://tieba.baidu.com/p/3223491306,0,"
            8-11        ",,,,,,
太平洋保险，买保险就找我,https://tieba.baidu.com/p/3176412551,2,"
            8-11        ",,,,,,
想买房，也可租房,https://tieba.baidu.com/p/3220838478,0,"
            8-10        ",,,,,,
想买车子保险,https://tieba.baidu.com/p/3218695840,0,"
            8-9        ",,,,,,
如何给宝宝买保险？哪个好？,https://tieba.baidu.com/p/1109770351,50,"
            8-9        ",,,,,,
新的养老办法,https://tieba.baidu.com/p/3087226872,6,"
            8-8        ",,,,,,
东吴人寿 有听过的吗,https://tieba.baidu.com/p/3214052067,0,"
            8-7        ",,,,,,
买全家保险.不知道买哪个更实惠,https://tieba.baidu.com/p/1488033561,10,"
            8-6        ",,,,,,
买保险就上来保网,https://tieba.baidu.com/p/3172472820,4,"
            8-6        ",,,,,,
买保险哪个保险公司比较可靠？,https://tieba.baidu.com/p/3203676731,5,"
            8-6        ",,,,,,
买保险,https://tieba.baidu.com/p/1582500986,46,"
            8-5        ",,,,,,
买保险到地好不？,https://tieba.baidu.com/p/2813847919,16,"
            8-5        ",,,,,,
给孩子买保险,https://tieba.baidu.com/p/2850795280,8,"
            8-5        ",,,,,,
我想为我家人买分保险，可是对这不理解。求请教,https://tieba.baidu.com/p/3197682429,3,"
            8-4        ",,,,,,
我想给孩子买保险,https://tieba.baidu.com/p/3098510487,14,"
            7-30        ",,,,,,
请大家关注来保网,https://tieba.baidu.com/p/3184132422,0,"
            7-24        ",,,,,,
请不要拒绝保险,https://tieba.baidu.com/p/3177778294,0,"
            7-21        ",,,,,,
买保险,https://tieba.baidu.com/p/3168964419,3,"
            7-19        ",,,,,,
自贡荣县专业保险代理,https://tieba.baidu.com/p/3173294357,0,"
            7-18        ",,,,,,
在重庆市各区想咨询保险和要买保险的朋友们请注意啦！,https://tieba.baidu.com/p/3171027490,0,"
            7-17        ",,,,,,
本人想买医疗保险 有合适的电话联系,https://tieba.baidu.com/p/1480915918,20,"
            7-16        ",,,,,,
想给自己和家人买份保险。微信479239934,https://tieba.baidu.com/p/3138611247,8,"
            7-16        ",,,,,,
想求购一款终身的保险,https://tieba.baidu.com/p/3154621767,1,"
            7-16        ",,,,,,
泰康人寿保险股份有限公司：面向,https://tieba.baidu.com/p/3160054956,0,"
            7-12        ",,,,,,
想了解保险的进,https://tieba.baidu.com/p/3158127553,0,"
            7-11        ",,,,,,
免费送福利—— 泰康保险免费向中国人发放100万航空意外险。,https://tieba.baidu.com/p/3156950541,1,"
            7-10        ",,,,,,
买保险就上来保网,https://tieba.baidu.com/p/3154627514,0,"
            7-9        ",,,,,,
我想买几份保险（医疗保险，人寿保险，车险都买）,https://tieba.baidu.com/p/3132607749,4,"
            7-9        ",,,,,,
想买保险的密我,https://tieba.baidu.com/p/3151637303,0,"
            7-8        ",,,,,,
一张保险单  有兴趣的 发 私信 或者加QQ542220213 需要是在北京,https://tieba.baidu.com/p/3151467574,0,"
            7-8        ",,,,,,
地址武汉,https://tieba.baidu.com/p/3145443942,2,"
            7-7        ",,,,,,
买保险不知道怎么买？不知道买什么险？进来给你支个招,https://tieba.baidu.com/p/3150711422,0,"
            7-7        ",,,,,,
在北京想买保险的来找我,https://tieba.baidu.com/p/3148633943,0,"
            7-6        ",,,,,,
让100变成103那叫银行让1,https://tieba.baidu.com/p/3111242421,0,"
            6-17        ",,,,,,
本人想买车的保险,https://tieba.baidu.com/p/1788703196,2,"
            6-17        ",,,,,,
想了解那种保险比较合适,https://tieba.baidu.com/p/1763772046,11,"
            6-17        ",,,,,,
买什么保险最好？,https://tieba.baidu.com/p/1712028279,22,"
            6-17        ",,,,,,
想买保险,https://tieba.baidu.com/p/1763765803,11,"
            6-16        ",,,,,,
我想买份保险 不懂啊  求咨询18207166585,https://tieba.baidu.com/p/1624629249,8,"
            6-16        ",,,,,,
教师想买商业保险，请大家帮忙！,https://tieba.baidu.com/p/1749624761,23,"
            6-16        ",,,,,,
什么样的保险适合一家三口,https://tieba.baidu.com/p/1131873042,7,"
            6-16        ",,,,,,
有没有收益的保险？,https://tieba.baidu.com/p/1876499466,25,"
            6-16        ",,,,,,
我想买保险,https://tieba.baidu.com/p/913574675,15,"
            6-16        ",,,,,,
【单险种介绍】宝宝安康,https://tieba.baidu.com/p/3107554576,0,"
            6-15        ",,,,,,
购买人寿保险,https://tieba.baidu.com/p/1392554623,9,"
            6-15        ",,,,,,
给家人买保险,https://tieba.baidu.com/p/2347836071,5,"
            6-15        ",,,,,,
新华保险热推“畅行无忧”意外险,https://tieba.baidu.com/p/3106467804,0,"
            6-15        ",,,,,,
新华好利年年保险，适合0-4岁宝贝购买,https://tieba.baidu.com/p/3106453438,0,"
            6-15        ",,,,,,
新华保险主推险种 健康福星增额保险,https://tieba.baidu.com/p/3106414259,0,"
            6-15        ",,,,,,
我买了这样的保险。,https://tieba.baidu.com/p/3103629095,2,"
            6-14        ",,,,,,
加粉丝的都别来提问,https://tieba.baidu.com/p/3082633999,3,"
            6-14        ",,,,,,
四川人想买保险,https://tieba.baidu.com/p/1016253861,17,"
            6-14        ",,,,,,
怎样给新生宝宝买保险,https://tieba.baidu.com/p/1107789940,27,"
            6-13        ",,,,,,
我想买保险！！！！,https://tieba.baidu.com/p/889341131,18,"
            6-12        ",,,,,,
请问40岁的女士重大疾病怎么办理啊,https://tieba.baidu.com/p/1168302234,19,"
            6-12        ",,,,,,
新买的爱车，想上份保险。不知道哪位能给点意见啊。,https://tieba.baidu.com/p/2264862373,6,"
            6-11        ",,,,,,
我想买保险,https://tieba.baidu.com/p/2402455493,6,"
            6-11        ",,,,,,
买保险,https://tieba.baidu.com/p/1582503280,16,"
            6-11        ",,,,,,
  想买个保险。需要有经验人士推荐。手机15820261362,https://tieba.baidu.com/p/1190958895,24,"
            6-11        ",,,,,,
给父母买保险，那种好一点。,https://tieba.baidu.com/p/2666419628,5,"
            6-11        ",,,,,,
【我想买份寿险和车险，哪家比较好，联系我13602720876】,https://tieba.baidu.com/p/2758526090,9,"
            6-11        ",,,,,,
请问养鸭棚能买保险吗,https://tieba.baidu.com/p/2934137458,5,"
            6-11        ",,,,,,
亲们 我想买保险,https://tieba.baidu.com/p/1607862619,52,"
            6-11        ",,,,,,
给全家保险,https://tieba.baidu.com/p/1676687276,8,"
            6-11        ",,,,,,
想给自己买份保险,https://tieba.baidu.com/p/3094791221,1,"
            6-11        ",,,,,,
想咨询些关于保险的~有知道的加我微信2411412238 谢谢,https://tieba.baidu.com/p/3097592924,1,"
            6-11        ",,,,,,
想给自己买份保险,https://tieba.baidu.com/p/3094780700,3,"
            6-10        ",,,,,,
同行们你们有发现吗？,https://tieba.baidu.com/p/3096548923,0,"
            6-10        ",,,,,,
大仙指点,https://tieba.baidu.com/p/3092125929,2,"
            6-9        ",,,,,,
有时我害怕跟朋友讲保险，怕你们,https://tieba.baidu.com/p/3085851638,1,"
            6-8        ",,,,,,
给妈妈买保险想了解那一种更合适,https://tieba.baidu.com/p/1907519509,43,"
            6-8        ",,,,,,
ipadmini怎么把桌面设成这样的呢，不是换文件，是变成这样的就行,https://tieba.baidu.com/p/3091805184,0,"
            6-8        ",,,,,,
ipadmini怎么把桌面设成这样的呢，不是换文件，是变成这样的就行,https://tieba.baidu.com/p/3091803347,0,"
            6-8        ",,,,,,
想买份保险  但是不了解  希望有朋友可以帮助下,https://tieba.baidu.com/p/3027005330,5,"
            6-6        ",,,,,,
我要买保险啊,https://tieba.baidu.com/p/2293775299,21,"
            6-5        ",,,,,,
保险妹子一名~可提供保险查询,https://tieba.baidu.com/p/3060408747,4,"
            6-4        ",,,,,,
有个人在回家的路上出了车祸，当,https://tieba.baidu.com/p/3082276097,0,"
            6-3        ",,,,,,
本人想买保险。还有车险,https://tieba.baidu.com/p/2974667488,9,"
            6-2        ",,,,,,
在一起交通事故中，一位老农和一,https://tieba.baidu.com/p/3080772654,0,"
            6-2        ",,,,,,
新的养老方式,https://tieba.baidu.com/p/3072940297,0,"
            5-29        ",,,,,,
买车险-「平安车险」在线测算,http://www.baidu.com/baidu.php?url=a00000KEJeCxDFezEWYiigSUd8Q_RZg_CZa3u5FxCSwjQgs2lMrXYAhoPspKYRWCkn-2J2BM2uTHBo2TuEoClemG0hbCZ74TUqkS9g6hkIp-BlTkNQXAyOdsW4NoFP6QR7sfqmlcw64Ibj3lbZXXjFpgmailtcDwjFJ_zysdKY0VnhSAkcu6QO7gAVl90_6hwilL1RSQy88um9IcqKWUlwqRDG1i.DD_j___vyyyyyyc69ksdFlZ_kfwGYsg_3_7eQ_ovX54rOexlZ-G94THZsvTTOotESKOc1SEMqOqoeO-OR14PveIdOUOftC4Cph2dBmSoG_A-muCy2t-hOGR.U1Yk0ZDqsE2kCtON0ZKGm1Yk0ZfqsE21VTON0A-V5HnknsKM5g93n0KdpHY0TA-b5HD0mv-b5Hn4n0KVIjYs0AVG5H00TMfqP1cd0ANGujY4nj0dP1fs0AFG5HcsP7tznHT0Uynqn0KkTA-b5H00TyPGujYs0ZFMIA7M5H00Uy-b5H00pg7Y5H00mycqn7ts0ANzu1Ys0ZKs5H00UMus5H08nj0snj0snj00Ugws5H00uAwETjYs0ZFJ5H00uMfqn0KspjYs0Aq15H00mMTqn0K8IjYs0ZPl5fK9TdqGuAnqujDLQyPV0A-bm1Y0IZN15HDknjf3njfvrjT4PH03PjbLPHT30ZF-TgfqnHR3nW0knHcLn1b3P6K1pyfqnjwBrHn3ryNBuhP9nWb4n6KWTvYqfRRYrHn1fYNAfHNjPjcLw0K9m1Yk0ZK85HTY0Z7VIjYs0Z7VT1Ys0ZGY5H00UyPxuMFEUHYs0Aw9UMNBuNqsUA78pyw15fKsmgwxuhk9u1Ys0AwWpyfqn0K-IA-b5iYk0A71TAPW5H00IgKGUhPW5H00Tydh5H00uhPdIjYs0A-1mvsqn0KlTAkdT1Ys0A7buhk9u1Yk0Akhm1Ys0AwWmvfq0AFbpyfqfH6vPRm3rjF7nbf1PjwDfHbYnWfvfWnvnRwawW6knRD0mMfqnfKEIjYs0AqzTZfqnanscznsc10WnansQW0snj0snansczns0Z7xIWYknj08njKxna3sn7tsQW0sg108njwxna3sP7tsQW0s0AN3IjYs0APzm1YdPWR4Ps&word=%E4%B9%B0%E4%BF%9D%E9%99%A9,,广告,,,,,,
生命人寿保险(兰州）出售、咨询，电话18909461144,https://tieba.baidu.com/p/3072762032,0,"
            5-29        ",,,,,,
北京泰康人寿  需要买保险 请联系我,https://tieba.baidu.com/p/3071675401,0,"
            5-28        ",,,,,,
泰康最新产品【全能保保障计划】,https://tieba.baidu.com/p/3063296247,0,"
            5-24        ",,,,,,
新的养老方式,https://tieba.baidu.com/p/3055044137,0,"
            5-20        ",,,,,,
新的养老办法，泰康人寿，畅赢人生,https://tieba.baidu.com/p/3048017304,0,"
            5-17        ",,,,,,
有什么好的健康保险？,https://tieba.baidu.com/p/2298700677,16,"
            5-9        ",,,,,,
想买几份保险 不差钱 就是要回报大的 最好电话联系,https://tieba.baidu.com/p/2988886103,11,"
            5-9        ",,,,,,
中国平安车险，寿险，信用卡，贷款，子女教育金，团体险。。。。,https://tieba.baidu.com/p/3001763119,3,"
            5-8        ",,,,,,
平安焦作中支,https://tieba.baidu.com/p/3001068999,0,"
            4-23        ",,,,,,
帮员工买保险优选平安-企业减负优选!意外/交通/疾病全都保,http://www.baidu.com/baidu.php?url=a00000KEJeCxDFezE_D0qC6R7h8e9r_iaQDNsj2krZ2UfPOpX0sjsd6M2jPPLnMCNqfnSHL_PPMInilCfuzcLl1W7i93ivo3zgsPLO1MSyf7gU5p4VwL80cwqaBj4NdSK_GsEDhWRUzWYaquxOvOepfb-2M0pqr9q4ykzImnRSQcJrW4lkCgGtwX4n66YKdtPHAt3thZifJ9ONQTrhoCt5Vhipil.Db_ifYgsq_puECH4gn1RcY_1fdXAaBSQV69CE9eXqZDkvTxAzz1_lUrrSE_LeVLHd8W4mSgV3PyFWI_tUQQQPviEF8o3eSrOoIZzG4yU_HZA81ug3qhHIYeSVYx2M-8Hqj3R_fqUCSgKPw4xCmzIUCSy4nIj-sHRyFQvgIjvmEQAOn1DBavjv5YFEuIY5uBOFLOUOftVn5QBmOfSZqE5lOQFMO5Ov5Y5YnOtHqjqjOp1Oeg4_OO0ObuQ2qqMWbzuenMHvNvIxvOY52rpAGBVmh5JlUKGyAp7W_vyUQ70.U1Yz0ZDqsE2kCtON0ZKGm1Yk0Zfq_rOR_UhbsE2kCtON0A-V5HnknsKM5g93n0KdpHY0TA-b5HD0mv-b5Hn4n0KVIjYs0AVG5H00TMfqP1cd0ANGujY4nj0dP1fs0AFG5HcsP7tznHT0Uynqn0KkTA-b5H00TyPGujYs0ZFMIA7M5H00Uy-b5H00pg7Y5H00mycqn7ts0ANzu1Yz0ZKs5H00UMus5H08nj0snj0snj00Ugws5H00uAwETjYs0ZFJ5H00uMfqn0KspjYs0Aq15H00mMTqn0K8IjYs0ZPl5fK9TdqGuAnqujDLQyPV0A-bm1Y0IZN15HDsnW0vrHRLn16YP1b1n16Ln1Dz0ZF-TgfqnHR3nW0knHcLn1b3P6K1pyfqnjwBrHn3ryNBuhP9nWb4n6KWTvYqfRRYrHn1fYNAfHNjPjcLw0K9m1Yk0ZK85HTY0Z7VIjYs0Z7VT1Ys0ZGY5H00UyPxuMFEUHYs0Aw9UMNBuNqsUA78pyw15fKsmgwxuhk9u1Ys0AwWpyfqn0K-IA-b5iYk0A71TAPW5H00IgKGUhPW5H00Tydh5H00uhPdIjYs0A-1mvsqn0KlTAkdT1Ys0A7buhk9u1Yk0Akhm1Ys0AwWmvfq0AFbpyfqfH6vPRm3rjF7nbf1PjwDfHbYnWfvfWnvnRwawW6knRD0mMfqn0KEIjYs0AqzTZfqnanscznsc10WnansQW0snj0snansczns0Z7xIWYknj08njKxna3sn7tsQW0sg108njPxna3sndtsQW0s0AN3IjYs0APzm1YYPjm4n6&word=%E4%B9%B0%E4%BF%9D%E9%99%A9,,广告,,,,,,
郑州平安经理,https://tieba.baidu.com/p/2994231209,0,"
            4-19        ",,,,,,
中国太平北京分公司，即将停售的重疾险，保50种重大疾病，保终,https://tieba.baidu.com/p/2991658357,0,"
            4-18        ",,,,,,
黑龙江中国平安保险,https://tieba.baidu.com/p/2985787318,1,"
            4-17        ",,,,,,
南山平安保险,https://tieba.baidu.com/p/2973046541,0,"
            4-13        ",,,,,,
买保险就是买平安,https://tieba.baidu.com/p/2973050852,0,"
            4-13        ",,,,,,
广州，广州~广州~！广州平安最优秀的个人客户经理。,https://tieba.baidu.com/p/2949683761,2,"
            4-6        ",,,,,,
跪求解答T_T,https://tieba.baidu.com/p/2965323492,0,"
            4-5        ",,,,,,
太保东方红月底停售,https://tieba.baidu.com/p/2951012953,0,"
            3-29        ",,,,,,
大同买保险联系我,https://tieba.baidu.com/p/2926896919,1,"
            3-23        ",,,,,,
