用户名,博文,转发数,评论数,点赞数,发文时间,来自,页面网址,博文链接,"是否担忧（1=担忧，-1=完全不担忧，0=中性，有些担忧但不用买保险,2=疑似抑郁症）",标签1（担忧对象）,标签2（担忧什么）,标签3（什么保险）,标签4（症状）
uipopw,"
                    迎春花已经开了。大连要等到四月份。草木是绿的，真好。可是空气太糟糕。雾霾一直不散。每次出门都会嗓子不舒服。今天开始咳嗽。 ​                ",  ,2, ,"
                        2017年02月06日 13:02
                        ",UC浏览器Android版,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=43,https://weibo.com/5069495900/EugHc4uup?refer_flag=1001030103_,,,,,
掉漆的积木,"
                    #雾霾##西安的冬天#依旧是严重的雾霾，看着都觉得胖子不舒服了。 ​                ",  , , ,"
                        2017年02月06日 09:43
                        ",华为P9手机摄影再突破,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=44,https://weibo.com/1838360974/EufofsXa0?refer_flag=1001030103_,,,,,
我要的自我加一,"
                    今天在继前天来成都了又回遂宁一日游了。前天来成都，估计不习惯雾霾天气，喉咙不舒服还买了药吃，大姨妈也来了，加上痔疮好似也翻了，整个人都不舒服。想着雯姐结婚就不去了，哪知道多年不见想她们了，就还是拼死回去了。真是奔波折腾的一天，还是回来了。明天开始加油逆袭。 2成都·锦江区 ​                ",  , , ,"
                        2017年02月05日 21:56
                        ",红米Note 3,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=44,https://weibo.com/3931244706/EuaLrmese?refer_flag=1001030103_,,,,,
sese97,"
                    终于over，感冒😢 雾霾天还跑出去作死的我，嗓子更疼了，鼻子不通了，不舒服 ​                ",  , , ,"
                        2017年02月05日 21:30
                        ",魅族 MX4,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=44,https://weibo.com/5523838970/EuaAOouIx?refer_flag=1001030103_,,,,,
洛施花舍海蓝5516_503,"
                    今日推荐：【洛施+金桔】🌹理气，解郁，化痰，止渴…金桔增强机体抗寒能力，化痰，降低血脂等；一杯下去喉咙的痰消一些，不用一直清嗓子，喉咙不舒服的都可以试试这样泡…雾霾天喝啥哟？给你推荐 ​                ",  , , ,"
                        2017年02月05日 17:35
                        ",iPhone 7 Plus,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=44,https://weibo.com/3907736155/Eu93FrDwg?refer_flag=1001030103_,,,,,
努力努力丶M,"
                    雾霾真的严重，才这么一会嗓子就不舒服了。 2郑州 ​                ",  , ,3,"
                        2017年02月05日 14:38
                        ",领导小弟的iPhone 6,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=44,https://weibo.com/3109738135/Eu7THvqNt?refer_flag=1001030103_,,,,,
鑫小八,"
                    小孩真是real贴心，我就在聊天的时候说今天天气好 不像昨天雾霾 刚回来不适应 感觉搞得人嗓子都不舒服。马上下课就送我一盒枇杷糖【哦多克～好舍不得孩子们… ​                ",  , ,1,"
                        2017年02月05日 13:34
                        ",iPhone 5s,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=44,https://weibo.com/1733572544/Eu7tTb1bN?refer_flag=1001030103_,,,,,
洛施-豆子,"
                    今日推荐：【洛施+金桔】🌹理气，解郁，化痰，止渴…金桔增强机体抗寒能力，化痰，降低血脂等；一杯下去喉咙的痰消一些，不用一直清嗓子，喉咙不舒服的都可以试试这样泡…雾霾天喝啥哟？给你推荐 2湖州·南浔区 ​                ",  , , ,"
                        2017年02月05日 13:24
                        ",iPhone 6s,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=44,https://weibo.com/5448388213/Eu7pN55DY?refer_flag=1001030103_,,,,,
Lori05,"
                    鸡年第一天开工，拿了开工红包还收了同事准备的花儿，台词“欢迎回家”好感动半年后坐回北京办公室，一切都好，就是吸了一整天雾霾这件事儿真糟心，现在鼻子嗓子都不舒服 ​                ",  ,2,4,"
                        2017年02月04日 19:20
                        ",iPhone 6s,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=44,https://weibo.com/1562609484/Eu0jvsaLC?refer_flag=1001030103_,,,,,
汪洋大盗2010,"
                    每年正月初八都得来碗面，今天北京雾霾，嗓子不舒服，不然得喝点。今年锻炼好身体，多看书，带西西哈哈多出去走走 ​                ",  ,3,1,"
                        2017年02月04日 19:13
                        ",iPhone 7 Plus,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=44,https://weibo.com/1001145585/Eu0gT072M?refer_flag=1001030103_,,,,,
爱笑的大金,"
                    初八，最开心的是快递正常了又可以买买买了，早上出门看到很多商家都在放炮，看到这个雾霾的天空，心里真是不舒服呀，啥时候能够禁止这种状况呢，浪费钱不说，真的是污染好严重呀 L秒拍视频 . ​                ",  ,2,1,"
                        2017年02月04日 14:13
                        ",iPhone 6s Plus,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=44,https://weibo.com/1999436133/EtYja3P0F?refer_flag=1001030103_,,,,,
善良的妖精dudu,"
                    满10周啦，全身都疼，也不知道是不是感冒了，也不流鼻涕，鼻塞闹得喘气都费劲，睡不着躺着也不舒服，这是闹哪样呢，家里暖气今年出奇的好，室温26度把我弄的直冒汗，雾霾天又不敢开窗户，啥时候有蓝天啊，还是睡觉的时候最舒服，感恩惜福🙏🙏🙏 ​                ",  ,4, ,"
                        2017年02月04日 12:20
                        ",三星 GALAXY Note 5,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=44,https://weibo.com/1823740727/EtXzcE1wM?refer_flag=1001030103_,,,,,
溢涌堂健康养生-晴方好,"
                    这一夜睡得太美了[愉快]，在这个雾霾庄里，没有我的贴真的不知道怎么办，昨天觉得浑身不舒服，今天一早又精神抖擞了，送闺女考试去[得意] ​                ",  , , ,"
                        2017年02月04日 06:34
                        ",同步圈APP,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=44,https://weibo.com/1716908517/EtViU0qVH?refer_flag=1001030103_,,,,,
哈痞笨笨,"
                    刚下飞机就嗓子不舒服开始咳嗽。。这坑爹的雾霾 ​                ",  , , ,"
                        2017年02月04日 02:16
                        ",iPhone 6s,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=44,https://weibo.com/1566873493/EtTBXvCR0?refer_flag=1001030103_,,,,,
安晴522,"
                    北京的雾霾还是一如既往的严重。不过，今天，很特殊一个日子，感觉过了好几天。白天工作一天，写一天逐字稿。颈椎，眼镜都不舒服，一来因为好久不工作了，二来身体不好了。虽然物质上很累，但精神上劲头蛮足的。立春寄语好：望坚持！ ​                ",  , , ,"
                        2017年02月03日 21:48
                        ",iPhone 7,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=44,https://weibo.com/2651627243/EtRR2kDKY?refer_flag=1001030103_,,,,,
昂昂昂昂昂响倍,"
                    #最不舍的道别# 不长不短的假期，见了些念想的人，错过了见些念想的人；会觉得“阿姨 叔叔”的顺序叫法在这边让人不舒服；会觉得“雾霾”在大家眼中 就像飘散在天空的白粉 温柔而致命；不知道多少年后，我的糖柜子会被药罐子填满；所以，还是在“工作使我快乐”的理念之上，珍惜尚好的青春吧！ ​                ",  ,4,4,"
                        2017年02月03日 12:44
                        ",iPhone 6s,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=44,https://weibo.com/1338549612/EtOirc9Ot?refer_flag=1001030103_,,,,,
四方净域,"
                    开了11个半小时的车，其中包含1个半小时的休息时间，终于回到了帝都。感觉好像离开了很久，十五前的北京交通真顺畅，就是天气不好，还有小雾霾。本来一路天气晴好，路过唐山地界儿就变了天，空气中充斥着焦煤味儿，很呛人刺激嗓子不舒服，一路开车一路想，雾霾真的治不了？绝对瞎扯，环保没做到位，排放没有有效监控，永远也治不好雾霾，就他妈会推到汽车车主身上转移矛盾混淆视听 收起全文d
                ",1, , ,"
                        2017年02月02日 21:41
                        ",华为P9手机摄影再突破,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=45,https://weibo.com/1304945412/EtIo2DGot?refer_flag=1001030103_,,,,,
香草大宝贝,"
                    北京的空气太糟糕了。上月中旬从豫来京，由于雾霾太重，不几日嗓子就不舒服，痒咳嗽，急性咽炎，吃了点药也不见好。到腊月二十八去东北一周，回来后嗓子有所好转。但第二天又不行了，咽炎加重，又极不舒服。尽菅今天没有雾霾，但空气依然有污染。这种空气质量不知北京人有何感受。 ​                ",  , , ,"
                        2017年02月02日 20:14
                        ",一加手机 不将就,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=45,https://weibo.com/6067592866/EtHOrm7Oz?refer_flag=1001030103_,,,,,
幸运的刘太太,"
                    在韩国一听是北京来的常会说北京的空气可不好了外出要经常戴口罩，听着心里也不舒服，可这是事实啊！北京的雾霾真是厉害啊……每天都看天气预报，总是担心孩子吸雾霾，今天是初五，迎财神吃饺子的好日子！其实热闹一下就可以了，放炮不就是听个响吗，能有多大乐趣呢，外面的炮声不断，空气从良转为了轻度污染为了咱们现在的生活以及下一代的成长大家真心的重视环保了！能少放炮就少放吧！ 2北京·右安门 收起全文d
                ",  , , ,"
                        2017年02月01日 20:42
                        ",iPhone 7 Plus,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=45,https://weibo.com/1417347265/EtyzAF8oQ?refer_flag=1001030103_,,,,,
甜甜宝贝妈咪梦想照进现实,"
                    雾蒙蒙的香港，不确定是雾还是雾霾，总之不舒服就对了，今年过年旅行客少了很多真的很实在的感觉经济下行，同样的酒店住宿今年是去年的二倍不止，什么都在涨涨涨只有汇率跌跌跌。 ​                ",  , , ,"
                        2017年01月30日 22:42
                        ",iPhone 7,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=45,https://weibo.com/5277977303/Etgv008tP?refer_flag=1001030103_,,,,,
MiniMmi,"
                    28M6D，北京的天气，要么是严重雾霾、要么就是7级大风。哪天都不适合在室外走。大风吹的小米都流💧了，说自己额头不舒服。今天和姑爷爷奶奶吃饭，有大姐姐。吃完饭午睡，睡醒第一件事就是翻身起来喊“姐姐别跑”。知道姐姐回家后委屈地抱着姐姐送的大🐔哭了。永远对哥哥姐姐都是真爱。 ​                ",2, , ,"
                        2017年01月30日 00:12
                        ",iPhone 7 Plus,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=45,https://weibo.com/5307037689/Et7FnjMzY?refer_flag=1001030103_,,,,,
用户2odzlz0fsp,"
                    【【兔小卡】儿童营养宝宝健康润肺止咳盐蒸橙子 雾霾嗓子不舒服 小卡做食玩】 O网页链接 ​                ",  , , ,"
                        2017年01月29日 22:46
                        ",今日头条,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=45,https://weibo.com/3824881131/Et76fycEz?refer_flag=1001030103_,,,,,
一个喜欢读书的年轻人,"
                    上海今天雾霾较重，晚上有段时间呼吸不畅，沏了杯杏油水喝，过会儿好多了。在老家也经常遭遇雾霾，偶儿也会不舒服。 ​                ",2, , ,"
                        2017年01月29日 21:27
                        ",华为Ascend手机,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=45,https://weibo.com/1744337843/Et6A0zkLQ?refer_flag=1001030103_,,,,,
营养健康布道者阿健,"
                    发表了博文《第九月身体感受记录》服用葆婴进入第九月，身体状况越来越好，打完球和开车时间长膝盖疼痛的时间越来越短，心脏最近没有早博和不舒服的感觉，由于天冷，雾霾严重，衣服厚，久坐，活动时间少，颈椎的感觉O第九月身体感受记录 ​                ",  , , ,"
                        2017年01月29日 18:30
                        ",新浪博客,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=45,https://weibo.com/5342720643/Et5qyw73S?refer_flag=1001030103_,,,,,
泰国佛牌宋熙玲,"
                    [福]过年免不了大鱼大肉🍗，火锅🍲上火来一杯，大荤🍖🧀油腻来一杯，抽烟喝酒🍺🍷嗓子不舒服来一杯，雾霾🌫清肺来一杯，走哪带哪[调皮][调皮]健康不掉队❗ 2西安·蓝田县 L秒拍视频 . ​                ",  , , ,"
                        2017年01月29日 13:45
                        ",乐2,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=45,https://weibo.com/3822326231/Et3ytvfKq?refer_flag=1001030103_,,,,,
不言不语的哀伤2037,"
                    到处鞭炮响不停！虽说是新年，但是不希望是烟花爆竹产生的这年味！虽说热闹，但是看看这好好的空气，雾霾本身使呼吸道不舒服，再夹着烟花爆竹毒气可想而知，这传统真的要持续吗？ ​                ",  , , ,"
                        2017年01月29日 10:37
                        ",魅族 MX6 遇见好照片,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=45,https://weibo.com/6065003000/Et2kxuqR1?refer_flag=1001030103_,,,,,
王太阳---,"
                    我认为，男女朋友分手之后，至少在我这没有所谓的朋友，对方过得好与不好，我都不想知道，也不会祝福，如果分手了，还做朋友，还联络，知道对方的消息，我反正心里会不舒服，所以，就做陌生人，即使呼吸同一片的天空的雾霾，也要老死不相往来 ​                ",3, ,4,"
                        2017年01月28日 22:33
                        ",iPhone 6 Plus,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=45,https://weibo.com/3970793649/EsXAEhVoo?refer_flag=1001030103_,,,,,
春天的蒲公英111刘昌静,"
                    我们是来北京吸雾霾的，出来溜达一会儿嗓子就不舒服。路上行人很少戴的，北京人抵抗力挺强！ ​                ",  ,1,1,"
                        2017年01月28日 14:02
                        ",华为P8,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=45,https://weibo.com/1879844793/EsUffB9l9?refer_flag=1001030103_,,,,,
阿布0120,"
                    一路的雾霾，肺部不舒服，躲不开啊。 ​                ",1, , ,"
                        2017年01月28日 08:55
                        ",荣耀7 世界有点不同,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=45,https://weibo.com/1421595241/EsSekbr3n?refer_flag=1001030103_,,,,,
幸运的五忘飞人,"
                    在炮火中给大家拜年了！😂2017年好，好，一切都会好的😂听说北京今年没啥人放，明智！ ！你能想象一个空气指数不到一百的地方一下240以上，我第一次脑袋不舒服（北京雾霾比人造这个差远了） ​​​ 2包头·固阳县 ​                ",1,1, ,"
                        2017年01月28日 00:16
                        ",iPhone 6,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=45,https://weibo.com/1738749010/EsOPPvoWX?refer_flag=1001030103_,,,,,
风儿6115068825,"
                    久违太阳出来了，一下子亮堂，雾霾隐去，寒气逼人，老妈不舒服，有些感冒，早早电话催先生帮忙做饭。好脾气，善良的先生，拖着胖胖身体先行了 ，嘱咐我们醒了就过去。十个指头有长短，个人能力不能一蹴而就，其实暖男也有让人依赖的一面，工作完回家，递上一杯茶，吃一些用心做的料理，也很幸福的。养家糊口不一定非得男人担当的，女人也可以的。挺先生 收起全文d
                ",  , , ,"
                        2017年01月27日 10:24
                        ",三星 Galaxy S7 Edge,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=46,https://weibo.com/6115068825/EsJocwPCs?refer_flag=1001030103_,,,,,
敏de浩瀚宇宙,"
                    大德州有爆表了，我家净化器一直处于较差的状态，雾霾天气太严重，过年都活过不舒服，想念蓝天白云。 ​                ",  , , ,"
                        2017年01月26日 23:21
                        ",iPhone 6,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=46,https://weibo.com/1594635060/EsF36uE5e?refer_flag=1001030103_,,,,,
Y一生所爱,"
                    老家呆几天过后回成都。一进成都还在车上就开始喉咙痛。不停咳嗽。嗓子不舒服。过年工地停工，小车也大部分回了老家，雾霾都还在300左右。现在雾霾的锅又该谁来背。@成都商报 @成都气象 @成都环保 @环保部发布 @我要蓝天-雾霾治理谏言 2成都·犀浦 ​                ",  , ,2,"
                        2017年01月26日 18:53
                        ",Android客户端,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=46,https://weibo.com/3302285745/EsDii304z?refer_flag=1001030103_,,,,,
chaoyangguangdelove,"
                    没有你的城市，哪怕阳光明媚也觉得不舒服我还是宁愿呆在有你在的雾霾城市 ​                ",  , , ,"
                        2017年01月26日 13:45
                        ",告别不快vivo V3,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=46,https://weibo.com/5887786834/EsBh3atC8?refer_flag=1001030103_,,,,,
希望快乐的刘刘,"
                    🌟🌟朋友自己在家熬制的川贝柠檬膏🍃无添加🍃无防腐剂老人，孩子皆可食用    空气污染，雾霾严重，嗓子不舒服，一手烟，二手烟受害者😂每天一杯川贝柠檬膏，酸酸甜甜😃喝出健康👏👏👏👏 L秒拍视频 . ​                ",  , ,1,"
                        2017年01月26日 11:42
                        ",HUAWEI Mate 8,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=46,https://weibo.com/2724876193/EsAtiwXqb?refer_flag=1001030103_,,,,,
蜗牛梦游长安街,"
                    这一周西安的雾霾又严重起来了 从昨晚开始嗓子特别不舒服 生活在这样的环境里身体能健康吗？看看朋友圈晒假期的人发的三亚皂片这才是适合人类居住的地方啊 蓝天白云阳光的 昨晚原本就睡的晚又可能因为喝茶还失眠了 差不多五点才睡着吧 今天值班实在起不来 到了单位都快要十点了 到现在还没吃没喝一口呢 ​​​ 收起全文d
                ",2,2, ,"
                        2017年01月26日 10:16
                        ",iPhone 6 Plus,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=46,https://weibo.com/2109854775/EszUsppJZ?refer_flag=1001030103_,,,,,
霞-猫儿,"
                    我不知道为了啥，千里迢迢带着彤宝宝回她爸爸老家，顶着400多爆表的雾霾，彤宝宝还在不舒服中，有点发烧，一天都在呕吐中，但凡精神好一点都笑嘻嘻的。唉，可怜的彤宝宝，妈妈以后再不会这样坑你了。 ​                ",  , , ,"
                        2017年01月25日 22:24
                        ",iPhone 6s,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=46,https://weibo.com/2118529812/EsvflBMnN?refer_flag=1001030103_,,,,,
荷蛋儿,"
                    雾霾危害其实在太大了，走路出门理发这会功夫呼吸道就开始不舒服了……哎 2邢台·麒麟郡 ​                ",  , , ,"
                        2017年01月25日 22:05
                        ",Mr.hao of iPhone 6s,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=46,https://weibo.com/2880094001/Esv7wpT74?refer_flag=1001030103_,,,,,
娜小扯,"
                    Day349：（一）看惯了爸妈的恩爱，都觉得平时被洒的狗粮根本不算什么。帝都今儿又开始雾霾，我的嗓子又极其敏感的不舒服，早晨睡了个懒觉，起床的时候爸妈包好了最爱的饺子，幸福指数瞬间爆表。实在不愿意动弹，手机扔在一边，在家宅着补习了一直没看的《盗梦空间》，爸妈拎着购物车去超市采购食材。日子突然变得十分安静与简单，但是十足的温暖。（二）工作的事情还是会很烦心，很难因为节奏慢下来就不再思考，一个小假期过后就又是血雨腥风的战场。之前这一年，连滚带爬，不停犯错，跌跌绊绊的在折腾，虽然知道方向，但走着走着，时而就不知道路在何方。某大V在微博说：『喜欢过年时候集中工作，有种大家都睡了我偷偷爬起来复习的赚到了的感觉。』突然想起来前Boss以前的话，“要把自己当个战士，一刻也不能停歇”。当然，适当劳逸结合是必须的，但他真的是个战士。（三）可先生@天OO5的REMMUS和 昨儿给我发了他的总结，当时我正在跟父母闲逛，今天又重新特别认真的看了一遍他发给我的Pdf文字，我决定作为我今儿的微信配图。真的，他真的是我所有朋友中最自律的一位，没有之一。感谢作为精神之交，他这么多年来一直的鼓励与帮助。每天都在进步的感觉，真好…#Ta力量# 收起全文d
                ",3, ,1,"
                        2017年01月25日 21:21
                        ",iPhone 6,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=46,https://weibo.com/1969464907/EsuPMkfkZ?refer_flag=1001030103_,,,,,
