字段1_文本,字段1_链接,字段2,字段3,"是否担忧（1=担忧，-1=完全不担忧，0=中性，有些担忧但不用买保险,2=疑似抑郁症）",标签1（担忧对象）,标签2（担忧什么）,标签3（什么保险）,标签4（症状）,是否有直接保险需求（是=1，否=0）
买了保险没出事，那是幸福；买了保险出了事，就是庆幸；没买保险,https://tieba.baidu.com/p/6286495849,0,"
            10-6        ",,,,,,
刚刚入职香港安盛金融，作为一个理财顾问，大家可以来咨询我有关,https://tieba.baidu.com/p/6199457078,3,"
            10-6        ",,,,,,
中国平安，全国最大的，竭诚为您服务,https://tieba.baidu.com/p/6283832209,14,"
            10-6        ",,,,,,
咨询一下保险大咖。我买的保险马上到期，可是还没有手术怎么办？,https://tieba.baidu.com/p/6210652263,46,"
            10-6        ",,,,,,
中华财险，中华耻辱！,https://tieba.baidu.com/p/6284840969,5,"
            10-6        ",,,,,,
保险最重要的是看他的条款。很多人看到价格便宜，保额高，就以为,https://tieba.baidu.com/p/6282498181,17,"
            10-5        ",,,,,,
现在买车险，贴在车玻璃上那个保险帖子，现在不给贴子了吗？有知,https://tieba.baidu.com/p/6286255531,0,"
            10-5        ",,,,,,
萌新弱弱问一下，香港的安盛保险公司怎么样啊，今天别人给我妈推,https://tieba.baidu.com/p/6103124661,27,"
            10-5        ",,,,,,
重疾保30万保费多少,https://tieba.baidu.com/p/6247840966,125,"
            10-5        ",,,,,,
百年人寿是不是骗子公司？客服电话95542打不通？保监会官网,https://tieba.baidu.com/p/6043440229,64,"
            1-15        ",,,,,,
请问曾经住过院，购买重疾险，如实告知住院经历，是否只需提供出,https://tieba.baidu.com/p/6284039091,19,"
            10-5        ",,,,,,
有没有富德生命人寿保险股份有限公司的同事们，来报道了😂😂😂😂,https://tieba.baidu.com/p/6111052133,3,"
            10-5        ",,,,,,
商业医疗险理赔要注意这些,https://tieba.baidu.com/p/6262837788,3,"
            10-5        ",,,,,,
有癫痫就买不了保险吗，发病频率很低，一到两年一次,https://tieba.baidu.com/p/6285772582,6,"
            10-5        ",,,,,,
上海地区还没开卖，周边城区已火爆销售。鑫享至尊，理财中的红宝,https://tieba.baidu.com/p/6285544747,3,"
            10-5        ",,,,,,
关于保险公司为什么狂增人回复：天天坐在我家增我，不去不行，就,https://tieba.baidu.com/p/6285213636,1,"
            10-5        ",,,,,,
猩猩问保：患有心理疾病还能买保险吗？,https://tieba.baidu.com/p/6211390642,2,"
            10-5        ",,,,,,
我是一名售险业务员，有需要买保险，或者有保险疑问的都可以找我,https://tieba.baidu.com/p/6273326635,22,"
            10-5        ",,,,,,
我是一名售险业务员，有需要买保险，或者有保险疑问的都可以找我,https://tieba.baidu.com/p/6284138766,9,"
            10-5        ",,,,,,
中华财险不赔厚本出借人的钱，该怎么办,https://tieba.baidu.com/p/6285469797,0,"
            10-5        ",,,,,,
签个到签个到,https://tieba.baidu.com/p/6285461521,1,"
            10-5        ",,,,,,
亲们，我去年在工商银行存钱时被银行工作人员忽悠买成了保险，今,https://tieba.baidu.com/p/5826157612,68,"
            10-5        ",,,,,,
各位大神，保险小白求问。我14年做个乳腺结节，16年买了份人,https://tieba.baidu.com/p/6255574627,23,"
            10-5        ",,,,,,
销售新模式，双轨模式，有听过吗？,https://tieba.baidu.com/p/6283455807,3,"
            10-5        ",,,,,,
请大家看一下，这个险性价比咋样？有没有什么坑，本人22想买一,https://tieba.baidu.com/p/6267674125,32,"
            10-5        ",,,,,,
中华财险的领导：祝你们国庆不快乐，为什么要让厚本出借人泪流满,https://tieba.baidu.com/p/6280872724,25,"
            10-4        ",,,,,,
免费帮各位小友分析保单～，解析所有的坑。有需要的可以私信我。,https://tieba.baidu.com/p/6285263895,0,"
            10-5        ",,,,,,
谁能讲讲这款保险？,https://tieba.baidu.com/p/6265332337,28,"
            10-5        ",,,,,,
支付宝里面的的华国人寿怎么样啊，想买这个，有人买过吗？？？？,https://tieba.baidu.com/p/6274765360,29,"
            10-5        ",,,,,,
准备给一岁的宝宝买份平安的爱满分，但我用我的医保卡给老丈人买,https://tieba.baidu.com/p/6279578704,29,"
            10-4        ",,,,,,
关于健康告知的问题，请教一下！,https://tieba.baidu.com/p/6284970947,4,"
            10-4        ",,,,,,
保险能不能做兼职,https://tieba.baidu.com/p/6284403645,8,"
            10-4        ",,,,,,
"有人了解这个保险吗？当时我爸被忽悠买的,现在已经交了十四万了",https://tieba.baidu.com/p/6265168072,52,"
            10-4        ",,,,,,
这个吧是友邦赞助的吗！为什么删帖！,https://tieba.baidu.com/p/6285128979,0,"
            10-4        ",,,,,,
分享：分享一个理赔案例客户是一位爱运动的小姐姐客户得了严重大动脉炎,https://tieba.baidu.com/p/6285071519,0,"
            10-4        ",,,,,,
脑溢血为什么重疾险不能赔？,https://tieba.baidu.com/p/5933974594,17,"
            10-4        ",,,,,,
给小孩儿买哪种险好,https://tieba.baidu.com/p/6282488255,17,"
            10-4        ",,,,,,
怎么还有封号这一说吧，真没搞懂,https://tieba.baidu.com/p/6284852907,0,"
            10-4        ",,,,,,
买保险其实应该先看公司实力再看产品,https://tieba.baidu.com/p/6175887135,85,"
            8-28        ",,,,,,
伤口被狗舔了，去打狂犬疫苗，这属于意外险的意外医疗吗,https://tieba.baidu.com/p/6276013932,13,"
            10-4        ",,,,,,
癌症为什么一发现大多是晚期？体检为何没查出来？,https://tieba.baidu.com/p/6284702754,0,"
            10-4        ",,,,,,
收电销寿险,https://tieba.baidu.com/p/6283972286,4,"
            10-4        ",,,,,,
成都有换工作的朋友吗？,https://tieba.baidu.com/p/6284665973,0,"
            10-4        ",,,,,,
买保险之前你需要干什么？1.首先，你要明确知道：我为什么想买,https://tieba.baidu.com/p/6284537040,1,"
            10-4        ",,,,,,
微保怎么样？有人买过吗？,https://tieba.baidu.com/p/5862843317,11,"
            10-4        ",,,,,,
中华保险不能买！！！,https://tieba.baidu.com/p/6284510332,0,"
            10-4        ",,,,,,
复星联合倍吉星重疾险，他重疾不分组有用么？,https://tieba.baidu.com/p/6283286323,9,"
            10-4        ",,,,,,
最近中华保险非常火呀到处都在做广告，好多事件证明中华确实有问,https://tieba.baidu.com/p/6284464124,0,"
            10-4        ",,,,,,
问一下各位大佬这个保险可以给3个月的宝宝买吗，别人推荐的,https://tieba.baidu.com/p/6283744984,8,"
            10-4        ",,,,,,
买保险之前你需要干什么？1.首先，你要明确知道：我为什么想买,https://tieba.baidu.com/p/6284537007,0,"
            10-4        ",,,,,,
当时被业务员忽悠欺骗。经过努力终于全退了。,https://tieba.baidu.com/p/6251773058,32,"
            10-4        ",,,,,,
女孩 13岁 之前熟人给推荐了一个方案(前)，后来另外一个保,https://tieba.baidu.com/p/6283736359,13,"
            10-4        ",,,,,,
弘康倍倍加，为什么头2年会按医疗险赔,https://tieba.baidu.com/p/6268846322,12,"
            10-4        ",,,,,,
50岁，女，买返还型保险康多保是否合适,https://tieba.baidu.com/p/6280729688,25,"
            10-4        ",,,,,,
买了重疾险，没有如实告知健康状况，打算明年不保了,https://tieba.baidu.com/p/6248472056,75,"
            10-3        ",,,,,,
父母用新农合买过降压药，没有就诊记录，还可以参保吗？,https://tieba.baidu.com/p/6278578900,54,"
            10-3        ",,,,,,
经纪人与私人订制:消费者想要购买到称心如意的产品（性价比高的,https://tieba.baidu.com/p/6268986006,26,"
            10-3        ",,,,,,
有没有人自己去医院调取过就诊记录,https://tieba.baidu.com/p/5150877802,31,"
            10-3        ",,,,,,
各位大神有没有好的项目推荐的……,https://tieba.baidu.com/p/6283349551,2,"
            10-3        ",,,,,,
给孩子买保险，最近看了泰康的康护一生（重疾），泰爱保（医疗）,https://tieba.baidu.com/p/6217240905,36,"
            10-3        ",,,,,,
吧友帮我看看！,https://tieba.baidu.com/p/6283270263,9,"
            10-3        ",,,,,,
有没有对新华保险有了解的,https://tieba.baidu.com/p/6282699442,6,"
            10-3        ",,,,,,
我是饿了么众包骑手，工作中出现单方面交通事故。医疗费用花38,https://tieba.baidu.com/p/5985161528,37,"
            10-3        ",,,,,,
想给父母和自己买点保险，买哪个比较好，父母49岁   我26,https://tieba.baidu.com/p/6266020224,62,"
            10-3        ",,,,,,
想给老婆买份保险，27岁，类似于平安福，无忧人生的那种产品怎,https://tieba.baidu.com/p/6247470340,76,"
            10-3        ",,,,,,
家人有高血压在医院有记录被保险人员忽悠买了重疾险现在满三年多,https://tieba.baidu.com/p/6211067884,12,"
            10-3        ",,,,,,
有没有人做团意或者雇主责任险？,https://tieba.baidu.com/p/6042989024,40,"
            7-29        ",,,,,,
买保险前，应当做的普及知识。一位保险人的肺腑之言！,https://tieba.baidu.com/p/6281494469,20,"
            10-3        ",,,,,,
平安福的坑在这里！,https://tieba.baidu.com/p/6184901501,16,"
            10-3        ",,,,,,
自创保险销售模式,https://tieba.baidu.com/p/6278105237,27,"
            10-3        ",,,,,,
有要买保险的么，可以来我这里买一份保险么，PICC中国人保的,https://tieba.baidu.com/p/6282905626,3,"
            10-3        ",,,,,,
成都的朋友可以免费咨询我哦,https://tieba.baidu.com/p/6176213848,2,"
            10-3        ",,,,,,
为什么这么多人推荐是用电销卡,https://tieba.baidu.com/p/6277692631,0,"
            9-28        ",,,,,,
有个亲戚在做保险，一直说帮她完成任务 新手小白不懂,https://tieba.baidu.com/p/6257312957,123,"
            10-3        ",,,,,,
想不明白，有懂的吗？能说说既往症的定义吗？,https://tieba.baidu.com/p/6269964106,22,"
            10-3        ",,,,,,
2010年给孩子买的平安世纪赢家，今年已交费10年，那之后是,https://tieba.baidu.com/p/6262064645,10,"
            10-3        ",,,,,,
#我的维权日志#国庆第二天，中华财险的领导在休假，厚本人员加,https://tieba.baidu.com/p/6283012231,1,"
            10-2        ",,,,,,
求大神帮我分析这种情况会不会影响我以后的理赔,https://tieba.baidu.com/p/6086677641,72,"
            10-3        ",,,,,,
有没有大佬可以帮忙分析一下，能不能买，不能买的话有什么好的保,https://tieba.baidu.com/p/6254398057,56,"
            10-2        ",,,,,,
买了两份意外险两家公司的，报销的时候只能报一家吗。这家公司报,https://tieba.baidu.com/p/6131340098,25,"
            10-2        ",,,,,,
我在广东，甲状腺结节3级，大都会人寿不让买，有没有推荐的免责,https://tieba.baidu.com/p/6274044288,44,"
            9-26        ",,,,,,
各位大神们给新生儿买保险什么样的好啊求建议,https://tieba.baidu.com/p/6279123686,24,"
            10-1        ",,,,,,
多份人情保险，该及时止损吗？麻烦业内人士指点！?一直知道老公,https://tieba.baidu.com/p/6242217790,34,"
            10-2        ",,,,,,
哪位朋友参加过中国人寿的在线笔试考试？#中国人寿#,https://tieba.baidu.com/p/5370308571,20,"
            10-2        ",,,,,,
今天花钱买教训了，希望以后不会有人再吃同样的亏。,https://tieba.baidu.com/p/6282952882,0,"
            10-2        ",,,,,,
我想问下，有没有真正的小孩的教育险的,https://tieba.baidu.com/p/6281860022,16,"
            10-2        ",,,,,,
刚需，买保险，30年100万的定期寿险，人死拿钱的那种，一份,https://tieba.baidu.com/p/6279775144,25,"
            10-1        ",,,,,,
有没有在福建厦门做保险的？？私我,https://tieba.baidu.com/p/6282893667,0,"
            10-2        ",,,,,,
大家来答题,https://tieba.baidu.com/p/6282625195,1,"
            10-2        ",,,,,,
交了5年保险了，不想交了，可以退保吗人寿保险给小孩买的，要交,https://tieba.baidu.com/p/5631085051,55,"
            10-2        ",,,,,,
收阳光,https://tieba.baidu.com/p/6282684460,0,"
            10-2        ",,,,,,
贴吧有多乱，看评论就知道，用保险受益的人（必须是理赔比本金多,https://tieba.baidu.com/p/6275144055,26,"
            10-2        ",,,,,,
好医保长期医疗2018版健康告知里没问结节，但2019版问了,https://tieba.baidu.com/p/6275651421,35,"
            10-2        ",,,,,,
人寿续保专员是干嘛的,https://tieba.baidu.com/p/6279322292,8,"
            10-1        ",,,,,,
厚本金融出借人投诉中华财险一事，国庆过后是好转还是会更耗时呢,https://tieba.baidu.com/p/6282439649,0,"
            10-2        ",,,,,,
买保险要在乎大小公司吗？,https://tieba.baidu.com/p/6130221930,40,"
            10-2        ",,,,,,
大家问题这么多，我建了一个完全免费咨询的群，大家可以私聊我，,https://tieba.baidu.com/p/6281919546,2,"
            10-2        ",,,,,,
平安小福星  线下网点 和 线上 售价一样吗？,https://tieba.baidu.com/p/6257101514,42,"
            10-1        ",,,,,,
有朋友给我推荐今日头条头号保定期寿险，怎么样的呢？,https://tieba.baidu.com/p/6261589255,11,"
            10-1        ",,,,,,
求助下，我车有保险，把别人撞骨折了，我全责,https://tieba.baidu.com/p/5769950980,37,"
            8-2        ",,,,,,
在中国人寿理赔学平险，就因为大夫写了既往史发热抽搐，（询问病,https://tieba.baidu.com/p/6252341069,24,"
            10-1        ",,,,,,
想退保，平安福年缴费一万多有没有能帮我全额退款的,https://tieba.baidu.com/p/6277854400,27,"
            10-1        ",,,,,,
国寿福臻享版和平安福2019准备二选一，大家推荐哪款适合，，,https://tieba.baidu.com/p/6128053643,65,"
            10-1        ",,,,,,
各位亲 麻烦帮我看下我这个保险如何有没有重复的  额外我还给,https://tieba.baidu.com/p/6271160452,45,"
            9-26        ",,,,,,
大家看看这理财保险，我怎么感觉不划算呢,https://tieba.baidu.com/p/6279195241,12,"
            10-1        ",,,,,,
请问一下，55岁和56岁重疾和医疗怎么买？,https://tieba.baidu.com/p/6267495990,44,"
            9-28        ",,,,,,
求各位推荐一下住院津贴类的保险产品，就是比如国寿百万如意行的,https://tieba.baidu.com/p/6262381472,32,"
            10-1        ",,,,,,
2020的“开门红”主打什么产品,https://tieba.baidu.com/p/6281822201,1,"
            10-1        ",,,,,,
过期的保单还有必要保存吗，比如车险、意外险、医疗险等。,https://tieba.baidu.com/p/6280155723,7,"
            10-1        ",,,,,,
求解答！！,https://tieba.baidu.com/p/6257118270,54,"
            10-1        ",,,,,,
保险已经缴费6年，性价比感觉有点低，买的时候说交20年返缴费,https://tieba.baidu.com/p/6267972902,26,"
            10-1        ",,,,,,
求问有谁详细了解过郑州的保险岛平台效果如何,https://tieba.baidu.com/p/5631916234,23,"
            10-1        ",,,,,,
保险还是挺有用的，还是建议健康时买，给宝宝买的门急诊险，一年,https://tieba.baidu.com/p/6281492197,16,"
            10-1        ",,,,,,
有没有济南的保险代理人？想给自己和爱人买保险，不知道买哪种合,https://tieba.baidu.com/p/6066932698,32,"
            11-19        ",,,,,,
合适吗1岁男孩,https://tieba.baidu.com/p/6281568712,1,"
            10-11        ",,,,,,
明天就签约了，各位大神帮帮忙，帮我看看这个计划书怎么样？,https://tieba.baidu.com/p/6277795013,34,"
            10-1        ",,,,,,
小孩刚出生入什么保险好，实用就行求推荐,https://tieba.baidu.com/p/6277526276,32,"
            10-1        ",,,,,,
理塘县有没有办理社保单工伤保险的专业人士?,https://tieba.baidu.com/p/6281448565,0,"
            10-1        ",,,,,,
太保家人庆祝祖国生日，歌唱宏歌,https://tieba.baidu.com/p/6281371071,0,"
            10-1        ",,,,,,
求大神推荐少儿重疾险,https://tieba.baidu.com/p/6271943002,30,"
            10-1        ",,,,,,
我发表了一篇图片贴，大伙来看看吧~,https://tieba.baidu.com/p/6281297618,0,"
            10-1        ",,,,,,
明亚经纪-桂双㊗️朋友们国庆快乐！,https://tieba.baidu.com/p/6281292911,0,"
            10-1        ",,,,,,
保险啊不是你们听听代理人讲解，自己看看合同就懂的~就像很多人,https://tieba.baidu.com/p/6278738525,2,"
            10-1        ",,,,,,
平时骗进一滴水，汇骗成群太平洋,https://tieba.baidu.com/p/6279402026,14,"
            10-1        ",,,,,,
我想问下保险合同上代理人没有留她的联系电话，我可以投诉他吗,https://tieba.baidu.com/p/6280860835,7,"
            10-1        ",,,,,,
祖国七十周年快乐,https://tieba.baidu.com/p/6281176566,0,"
            10-1        ",,,,,,
家人经常跑货车  想给他买份保险  有什么好的推荐？,https://tieba.baidu.com/p/6281156593,1,"
            10-1        ",,,,,,
有朋友知道百家号APP怎么突然不能插入图片了，没有下面的界面,https://tieba.baidu.com/p/6281080824,0,"
            9-30        ",,,,,,
临近经期去做了阴超，因为腰疼，有盆腔积液，但报告还来了一句子,https://tieba.baidu.com/p/6280370147,6,"
            9-30        ",,,,,,
有车险快到期的朋友们吗,https://tieba.baidu.com/p/6280962024,1,"
            9-30        ",,,,,,
母亲十年前在民营医院做过子宫肌瘤切除手术，良性，没有社保记录,https://tieba.baidu.com/p/6280427143,6,"
            9-30        ",,,,,,
重疾投保的两点误区,https://tieba.baidu.com/p/6280004302,1,"
            9-30        ",,,,,,
给父母买什么样的重疾险,https://tieba.baidu.com/p/6273774872,21,"
            9-30        ",,,,,,
想给自己买一份保险，28岁，保险五花八门，不懂如何去配置，专,https://tieba.baidu.com/p/6125992966,46,"
            9-30        ",,,,,,
想买一份重疾，业务员推荐嘉乐保，好吗,https://tieba.baidu.com/p/6218402736,66,"
            9-30        ",,,,,,
保险水真的太深了 ！年轻人经常认为的误区！,https://tieba.baidu.com/p/6280592347,2,"
            10-21        ",,,,,,
保险断交了、不想交了，可以通过全额退保的方式挽回损失，大部分,https://tieba.baidu.com/p/6280079904,5,"
            9-30        ",,,,,,
男士35岁买平安大福星和平安金鑫盛17哪个更适合？,https://tieba.baidu.com/p/6272272610,16,"
            9-30        ",,,,,,
收展部入司保证一个月八千的，上了一个半月的课了，一单没开，也,https://tieba.baidu.com/p/6235439505,37,"
            9-30        ",,,,,,
在深圳，35岁，想给自己和家人买保险，欢迎推荐方案，谢谢,https://tieba.baidu.com/p/6249911456,37,"
            9-30        ",,,,,,
公司愿意把五险一金换成现金每月发给你，你愿意吗,https://tieba.baidu.com/p/6263538247,3,"
            9-30        ",,,,,,
2018年10月20日在去哪儿网买的由大都会人寿承保的意外险,https://tieba.baidu.com/p/5929782659,35,"
            9-30        ",,,,,,
一点儿都不想你！,https://tieba.baidu.com/p/6256706092,5,"
            9-30        ",,,,,,
我在保险公司的日子我是一个多愁善感 性格里有犹豫缺陷的小帅哥,https://tieba.baidu.com/p/6241266666,30,"
            9-30        ",,,,,,
再也不敢相信各种理财平台了，中财也不理赔，红杉也不冒泡，各种,https://tieba.baidu.com/p/6280168476,2,"
            9-30        ",,,,,,
请问：有人听说过嘟佩奇重疾险吗？保障如何？,https://tieba.baidu.com/p/6279531435,13,"
            9-30        ",,,,,,
说说退保的事情　　大部分消费者在发现被骗后，都会先到保险公司,https://tieba.baidu.com/p/6259428890,15,"
            9-30        ",,,,,,
买保险千万别买中华财险，只收钱不理赔，垃圾险,https://tieba.baidu.com/p/6275611459,4,"
            9-30        ",,,,,,
不用盲筛大数据一打一个准,https://tieba.baidu.com/p/6192058084,17,"
            9-30        ",,,,,,
想为爸妈买一份保险,https://tieba.baidu.com/p/6181434593,121,"
            9-30        ",,,,,,
奔驰车整车保修几年，出保了去哪里办延保？,https://tieba.baidu.com/p/6280325205,1,"
            9-30        ",,,,,,
百年康惠保2020升级版来袭，曾经的消费型产品王者，会不会王,https://tieba.baidu.com/p/6277866487,8,"
            9-30        ",,,,,,
买保险多大岁数需要查体,https://tieba.baidu.com/p/6274260748,9,"
            9-30        ",,,,,,
求助！！1平安200元学平险，以达不到一万元免赔额为由拒绝理赔。,https://tieba.baidu.com/p/5983632435,39,"
            9-30        ",,,,,,
请大佬帮个忙,https://tieba.baidu.com/p/6274022736,12,"
            9-30        ",,,,,,
倍倍加重疾险什么情况下可以豁免保费？,https://tieba.baidu.com/p/6280225697,2,"
            9-30        ",,,,,,
"转贴:【图片】带病投保全攻略,亚健康体怎么买保险?!_买保险吧_百...",https://tieba.baidu.com/p/6238584498,1,"
            9-30        ",,,,,,
天气不错  适合出来走一走！,https://tieba.baidu.com/p/6279348328,6,"
            9-30        ",,,,,,
我想给我买买保险 可以保重疾轻疾 住院报销 42岁  预计年,https://tieba.baidu.com/p/6277571388,36,"
            9-30        ",,,,,,
山东的朋友，咨询保险的加我，平安给您最靠谱的保障,https://tieba.baidu.com/p/6280118728,0,"
            9-30        ",,,,,,
站在高处你可以选择向下看但是在低处你别无选择  除了选择奋斗,https://tieba.baidu.com/p/6280089875,0,"
            9-30        ",,,,,,
买保险时，是否有医保选项该如何理解？,https://tieba.baidu.com/p/6041268872,14,"
            9-30        ",,,,,,
我们一家三口，有一个四岁的儿子，我们三个人都办理 寿险和重疾,https://tieba.baidu.com/p/6255621702,44,"
            9-30        ",,,,,,
分个类，看看属于哪一类垃圾？第一，有害的。第二，可回收的。第,https://tieba.baidu.com/p/6204921637,15,"
            9-30        ",,,,,,
请问：有人了解长生优加升级版重疾险吗？请大神帮我分析一下。,https://tieba.baidu.com/p/6279058859,11,"
            9-30        ",,,,,,
我不想说我现在的职业有多好，保险代理人一个可能注定要受大多数,https://tieba.baidu.com/p/6279545883,3,"
            9-30        ",,,,,,
百果园  京东  腾讯视频  换kfc和星巴克有没有,https://tieba.baidu.com/p/6279823430,0,"
            9-30        ",,,,,,
24岁该怎么买保险,https://tieba.baidu.com/p/6278276972,21,"
            9-29        ",,,,,,
我买的人寿保险 保险款已经扣了 为什么卡里的钱又被划到业务员,https://tieba.baidu.com/p/6279726268,2,"
            9-29        ",,,,,,
有没有做保险卡单的？感觉怎么样？,https://tieba.baidu.com/p/6278133958,14,"
            9-29        ",,,,,,
你们不会选产品，我免费教都没有人吗？一个外行能选到好产品。不,https://tieba.baidu.com/p/6265072715,6,"
            9-29        ",,,,,,
分享：2018年7月中华保险公表声明函，公开表示与厚本金融建立战略,https://tieba.baidu.com/p/6279739793,0,"
            9-29        ",,,,,,
求告知0免赔的百万医疗，重疾0免赔，意外呢,https://tieba.baidu.com/p/5969135711,30,"
            9-29        ",,,,,,
本人两年前在医院留下了病例，属于要告知的，但现在没事了，健康,https://tieba.baidu.com/p/6272888080,25,"
            9-29        ",,,,,,
想咨询一下，代理做的保险是不是没有信息发过来，只有一个单号,https://tieba.baidu.com/p/6279107902,8,"
            9-29        ",,,,,,
百年人寿的重疾险康惠保旗舰版怎么样啊,https://tieba.baidu.com/p/6277295286,26,"
            9-29        ",,,,,,
麻烦哪一位师傅帮我看看这个保险有什么权益？啥时候可以领钱？能,https://tieba.baidu.com/p/6275339366,15,"
            9-29        ",,,,,,
今年36岁女，已婚，两孩 想给自己买份百万医疗+重疾+意外险,https://tieba.baidu.com/p/6257527221,104,"
            9-28        ",,,,,,
给给爸爸买保险，已经看了一些，眼花缭乱了。先说情况 57岁,https://tieba.baidu.com/p/6263629513,31,"
            9-29        ",,,,,,
【日常小知识】~食物中毒 意外险能赔吗？个人食物中毒 不能获,https://tieba.baidu.com/p/6279256179,2,"
            9-29        ",,,,,,
有做保险卡单的可以找我了解一下。,https://tieba.baidu.com/p/6279330428,0,"
            9-29        ",,,,,,
倍倍加重疾险有没有增值服务呢,https://tieba.baidu.com/p/6279313651,0,"
            9-29        ",,,,,,
想咨询一下，意外险该如何选择？,https://tieba.baidu.com/p/6271599724,22,"
            9-29        ",,,,,,
只见过投保人退保，没见过保险公司撤保的。厚本无自融假标资金池,https://tieba.baidu.com/p/6273029918,3,"
            9-29        ",,,,,,
有中国人寿的人员吗？？几年前入了一个中国人寿金彩明天a分红型,https://tieba.baidu.com/p/6269430622,7,"
            9-29        ",,,,,,
求！ 有没有做保险的朋友们  有没有人是做卡单的 麻烦联系我,https://tieba.baidu.com/p/6196851422,28,"
            7-20        ",,,,,,
7.18号在平安买了一份福星重疾保险，8月底体检偶然发现甲状,https://tieba.baidu.com/p/6254249448,117,"
            9-28        ",,,,,,
各位大侠，帮我看看我家配的保险计划合理划算吗,https://tieba.baidu.com/p/6274101029,53,"
            9-29        ",,,,,,
中华保险的车险不能买你们买保险是为了什么？是为了一份保障！最,https://tieba.baidu.com/p/6278982848,1,"
            9-30        ",,,,,,
有谁在卖保险，我想了解下,https://tieba.baidu.com/p/6276876055,43,"
            9-29        ",,,,,,
保险期限:1年(保证续保6年，可续至100岁)这是什么意思？,https://tieba.baidu.com/p/5894542881,39,"
            9-29        ",,,,,,
我的小孩刚出生入什么保险好求推荐价格别太高,https://tieba.baidu.com/p/6277524469,13,"
            9-29        ",,,,,,
最后两天只想放假,https://tieba.baidu.com/p/6278811014,0,"
            9-29        ",,,,,,
劳动法临时工保险规定有哪些?,https://tieba.baidu.com/p/6278711022,3,"
            9-29        ",,,,,,
之前听说可以全额退保还真有这种渠道,https://tieba.baidu.com/p/6278741545,0,"
            9-29        ",,,,,,
大哥们我想退保，亏不亏,https://tieba.baidu.com/p/6117034414,84,"
            9-29        ",,,,,,
请问一下，孤独肾能买保险吗？有影响吗？,https://tieba.baidu.com/p/6277498563,10,"
            9-29        ",,,,,,
每天都在诋毁同行不专业，本是同根生相煎何太急！,https://tieba.baidu.com/p/6274269225,11,"
            9-28        ",,,,,,
我来看看有需要副业发展的没，有的话 滴滴  我哦！！,https://tieba.baidu.com/p/6278125563,2,"
            9-29        ",,,,,,
有没有想过你为什么要给家人和自己考虑买重疾险，寿险和意外险？,https://tieba.baidu.com/p/6276794031,9,"
            9-29        ",,,,,,
什么是大数据？,https://tieba.baidu.com/p/6278672904,0,"
            9-29        ",,,,,,
临时工保险怎么买?临时员工的保障谁负责?,https://tieba.baidu.com/p/6268979323,11,"
            9-29        ",,,,,,
百度推广《官方》强势入驻本吧,https://tieba.baidu.com/p/6275351259,4,"
            9-29        ",,,,,,
中华保险，不仁不义；怂恿报案，狼狈为奸；承保还钱，天经地义。,https://tieba.baidu.com/p/6278598131,0,"
            9-29        ",,,,,,
庄里保险#保险经纪人##代理人#,https://tieba.baidu.com/p/6278590238,0,"
            9-29        ",,,,,,
百年人寿康惠保条款内容解析,https://tieba.baidu.com/p/5541576120,7,"
            1-8        ",,,,,,
写给吧里的各位代理人和客户,https://tieba.baidu.com/p/6250389945,30,"
            9-29        ",,,,,,
大哥们，单位交的五险一金，户口性质我填错了，农业写成非农业了,https://tieba.baidu.com/p/6277942445,12,"
            9-29        ",,,,,,
求哪位大神告诉我一下 如果把车险所有的都入全了 最多要多少钱,https://tieba.baidu.com/p/5461225460,20,"
            9-29        ",,,,,,
读到一段话，很有感触,https://tieba.baidu.com/p/5794151203,1,"
            9-29        ",,,,,,
5km打卡第97天 今天找到了组织,https://tieba.baidu.com/p/6278278555,0,"
            9-28        ",,,,,,
我劝你不要随便去体检,https://tieba.baidu.com/p/6268690448,21,"
            9-28        ",,,,,,
孩子的重疾险你买对了吗？       昨天，收到一位网友的,https://tieba.baidu.com/p/6278196842,0,"
            9-28        ",,,,,,
行动力，是对平庸生活最好的回击。想做一件事，就请马上开始。新,https://tieba.baidu.com/p/6273883221,3,"
            9-28        ",,,,,,
被保险代理人给骗了，听他的没有登写如实告知！现在我如果要补充,https://tieba.baidu.com/p/6127903779,21,"
            9-28        ",,,,,,
请各位大佬指教，本人22岁，去年买了平安福2018年保费57,https://tieba.baidu.com/p/6275429410,22,"
            9-28        ",,,,,,
百年人寿康惠保条款对比评测,https://tieba.baidu.com/p/5543794880,12,"
            2-7        ",,,,,,
爱满分是保费销售的，最低保费6000起。 是这样吗？,https://tieba.baidu.com/p/6257269412,31,"
            9-28        ",,,,,,
一份华夏“常青树多倍2.0版”，等于拥有一生的健康守护神!在,https://tieba.baidu.com/p/6271318588,1,"
            9-24        ",,,,,,
大家有谁是卖保险的,https://tieba.baidu.com/p/6277319969,6,"
            9-28        ",,,,,,
平安骗局，招人进去培训之后各种吹，我拍了这几个人的视频，然后被拦住不让走，人生威胁一定要把视频删掉，把我们拦在电梯，zhidao,https://tieba.baidu.com/p/6274905081,10,"
            9-28        ",,,,,,
想购买一款重疾险，请各位吧友推荐下，基本信息和要求如下：年龄,https://tieba.baidu.com/p/6277170121,31,"
            9-28        ",,,,,,
平安保险公司培训骗局。这是我在平安拍的，以下我所说的话都是真实的。希望去平安上班的人大家都看下。,https://tieba.baidu.com/p/6274877763,4,"
            9-28        ",,,,,,
