用户名,博文,预测是否担忧（1=担忧，0=不担忧）,是否担忧（1=担忧，0=不担忧）,转发数,评论数,点赞数,发文时间,来自,页面网址,博文链接
23娜娜狮JT,小時候，拿着棒棒糖靜靜的看卡通片，已經觉得是全宇宙最幸福的小孩。長大后，即使給你一个神仙棒説能實現三个願望，也會糾結半天先實現那个，也會擔心用光了咋办，也會嫌三个願望不夠…小時候，幸福是一件很简單的事。長大了，简單是一件很幸福的事。2北京​,0,0,  , ,1,"
                        2019年11月15日 15:50
                        ",iPhone XS Max,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=42,https://weibo.com/2691782844/IgksE1ZYz?refer_flag=1001030103_
你是我另一片天空的希望,感觉我是那种喜欢的很克制的性格，也不想因为喜欢就把照片海报贴满房间从而导致整个房间……乱糟糟的或者不协调。买了很多杂志和周边，手幅也有海报也有卡片也有立牌也有，都被我好好的放起来了，海报想过要不要贴在房间里，最后还是没贴，因为觉得贴了有点违和，而且主要是担心万一以后要撕下来咋办呢……怎么能完整的不损坏它的情况下最好的保存，就只有放起来。只要是珍重的，就都要存起来，收藏起来。以前看的小说也是，买了实体书没翻几次就放起来了，然后在手机上反反复复看了好多遍。我觉得我很心疼自己的东西，不管是有用没用的，都要好好放着，舍不得丢也舍不得拿出来摆……摆出来担心落灰，坏了的东西觉得丢了也心疼，不如折好放起来放在那里。收起全文d,0,0,  , , ,"
                        2019年11月15日 12:51
                        ",微博 weibo.com,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=42,https://weibo.com/2833468237/Igji6DWCj?refer_flag=1001030103_
茵崽每天超开森,#父母做菜难吃是什么体验#还好吧，我爸弄得好吃，我妈，呃，反正蔬菜新鲜，也吃不死，但是我有点小担心，我闺女儿子将来咋办，想吃家里的西葫芦羊肉蒸饺，还有锅包肉，糖醋虾，锅包肉，海米油菜了​,0,0,  , , ,"
                        2019年11月15日 12:22
                        ",HUAWEI nova 3,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=42,https://weibo.com/6600251254/Igj62rlfq?refer_flag=1001030103_
歹是歹毒的歹,我真是杞人忧天，除了每天担心头被车压爆还要担心万一菜刀剁脚上咋办​,0,0,  , , ,"
                        2019年11月15日 10:00
                        ",i惨iPhone XS,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=42,https://weibo.com/5299372579/IgiaJvmbs?refer_flag=1001030103_
李嘉銘LEO,德约今天到后面感觉有一点小赌气，更让人担心的是右手肘会不会有问题，下周开始的戴维斯杯咋办？​,0,0,  ,3,5,"
                        2019年11月15日 05:34
                        ",iPhone 11 Pro Max,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=42,https://weibo.com/1741508664/Iggqz0jfI?refer_flag=1001030103_
TEUK_等等,打卡day31623仍然没有想清楚自己要什么，但学会了接受这种不清晰的状态，不再执着于把兴趣当工作，也不会因工作引发情绪波动，可能这就是毕业后的成长……这一年又遇到了一波超级nice小伙伴，感谢相遇沈阳初雪外面好美，但我的内心是一半开心，一半担心，这么大雪我的室外墙绘项目可咋办​,0,0,  ,6,2,"
                        2019年11月15日 00:52
                        ",,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=42,https://weibo.com/1548796177/IgeAjqBuG?refer_flag=1001030103_
天天有鱼的虫,每次一个十分钟的活动or舞台。我收物料要收几个小时的时候。就担心个巡咋办​,0,0,1,7,3,"
                        2019年11月14日 23:27
                        ",蔡徐坤的ikun,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=42,https://weibo.com/2499594410/Ige1ujNbf?refer_flag=1001030103_
李馒头和李包纸的故事,好担心某人啊，傻傻的咋办​,0,0,  , , ,"
                        2019年11月14日 22:15
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=42,https://weibo.com/6966902923/Igdyv6FOu?refer_flag=1001030103_
某白井姓小肥花,这个照片……这个月アイラジ的乙女研究是说Halloween穿过啥有勇气到，发个照片tag去节目组……然后担心了一个月，万一某白井姓觉得我丑咋办我应该把腿p长胸p大的哎呀我错了……​,0,0,  , , ,"
                        2019年11月14日 22:11
                        ",微博国际版,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=42,https://weibo.com/1861281033/IgdwBeM3a?refer_flag=1001030103_
东北妹子爱撸串,#下雪了##你那里下雪了吗##沈阳身边事#沈阳入冬以来第一场雪，这雪下的有点突如其来，不过身为东北人最喜欢下雪，此刻心情特别好。但是又不禁担心起明天早上上班可咋办真纠结，这就是“痛并快乐着”L东北妹子爱撸串的微博视频​,0,0,  , , ,"
                        2019年11月14日 19:55
                        ",HUAWEI nova 2s,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=42,https://weibo.com/2268773937/IgcDx5hop?refer_flag=1001030103_
啊呀呀是不止啊,老师们现在就开始担心我们的个人问题了我该咋办​,0,0,  ,4,1,"
                        2019年11月14日 17:53
                        ",vivo智能手机,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=42,https://weibo.com/3308075302/IgbPRtdNr?refer_flag=1001030103_
大眼萌是个小姑凉儿,不过最暖心的就是你第一时间跟我说宝宝我担心我万一生病死的早那你咋办我真是心都化了这就小病不管多大病我都陪着你都是考验都是我俩考验我俩还有好多没做呢大海景小窝大眼萌旅游聊天……更觉得爱你​,0,0,  , , ,"
                        2019年11月14日 17:40
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=42,https://weibo.com/6663296055/IgbKIkK1N?refer_flag=1001030103_
看度新闻,【本想满头茂密农发结果植发被“踩急刹”头都剃了该咋办？】“爱美之心人皆有之”，在这个年轻人都在担心发迹线后移问题的时代，不少人开始瞄准“植发”。成都市民小陈就是其中之一，但是11月13日，当小陈做好一切准备，剃了头发走进手术室时，却被告之，这头发植不了了。院方给出的解释为，小陈曾换抑郁症不能做手术，但技师之前未详细了解小陈填写的资料，导致该情况的发生。目前，小陈正在等待院方回复赔偿结果。L看度新闻的微博视频收起全文d,0,0,  , , ,"
                        2019年11月14日 17:24
                        ",微博视频,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=43,https://weibo.com/1879476167/IgbEfl4se?refer_flag=1001030103_
禁止沉溺_,天啦噜！真的好多人抢了1980的出不掉啊蛮多是学生咧、担心出不掉砸手里、他们可咋办呀​,0,0,  , , ,"
                        2019年11月14日 15:32
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=43,https://weibo.com/7323007870/IgaUOsRk5?refer_flag=1001030103_
不爱喝奶茶的狂劲女孩,突然知道今天不跑八百好开心可是迟早要跑啊我可是那种会担心一礼拜的人anyway还是读书吧我觉得书太多了我可能看不了多少考试咋办12月就考试月错过太多重要的喜欢的东西了靠(*￣m￣)我想有缘再见吧！有时候开心于自己的宝藏男孩女孩被别人知晓可是大多时候我是不希望的我喜欢的所有东西收起全文d,0,0,  , , ,"
                        2019年11月14日 14:34
                        ",nova4自拍极点全面屏,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=43,https://weibo.com/5639449982/IgaxbnWoG?refer_flag=1001030103_
_李小四_,我以为是摔地上或者抛没想到是直接扔对面去了。。。我的担心比较现实万一砸到人咋办。。。​,0,0,  ,6, ,"
                        2019年11月14日 13:59
                        ",,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=43,https://weibo.com/2881628674/IgajbdYzu?refer_flag=1001030103_
不恋爱的猫和流星锤,有事问下姐妹们，昨天我上小三的女儿告诉我她们班同学有喜欢的人，我现在担心小朋友也有喜欢的同学，所以在想我是不是该给她看看ggdd的照片提高下她的眼光避免她学习分心早恋，但又担心她被我带高审美，长大了找不到合适咋办？​,0,0,  , ,1,"
                        2019年11月14日 13:59
                        ",博君一肖超话,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=43,https://weibo.com/6609101838/Igaj6u13g?refer_flag=1001030103_
妖魔诡怪,第十三天。今天好冷哦，她去当伴娘去了，她现在肯定好冷哦，又担心又心疼，不晓得她穿了外衣裹了围巾没有，冷感冒了咋个办，买的冲剂也不晓得喝没有，好担心，又不敢发消息，怕她在忙，怕别个看到我发消息又乱说她坏话宝贝，我想你了​,0,0,  , , ,"
                        2019年11月14日 08:54
                        ",荣耀8X,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=43,https://weibo.com/5414386314/Ig8jch5Bh?refer_flag=1001030103_
暮光微凉x,不才专辑下周发，我好担心货车失火咋办哭了​,0,0,  ,12,5,"
                        2019年11月14日 07:52
                        ",不才超话,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=43,https://weibo.com/5949442949/Ig7TYhFDO?refer_flag=1001030103_
暮阳1936,"双拐女孩的忧虑（一）腊月娘俩吃罢晚饭，还不到睡眠时间，腊月坐在床边上，她娘坐在椅子上，娘俩唠起腊月的终身大事。她娘说：你今年已经二十一岁了，想没想过自己的终身大事？腊月低头闷了半天，仰脸望着母亲说：我这个一条腿的大姑娘，谁要啊，我知道，命运弄残了我这条腿，是无法抗争的，所以我心里早就有个决定，一辈子不结婚，陪伴着娘，给娘洗衣、做饭、端茶倒水；娘的身体不舒服时，给娘喂药、端屎倒尿；伺候娘一辈子。腊月娘说：傻孩子，哪有守着娘过一辈子的姑娘？你看，娘这病秧身子，还能活几时？到那时，剩下你自己孤苦伶仃地生活，怎样煎熬？你这样叫娘走时怎么闭眼？！腊月听了，悲痛涌上心头，两手搂住娘的脖颈，哭泣起来，哭的上气不接下气，泪水湿透娘的肩衣。腊月擦干眼泪，斩钉截铁地说：娘，我终生不嫁的决定不会改变，以后再不要提这事了。一天，东邻家的大娘来到腊月家，对腊月娘说：她腊月娘，有个亲戚家的小伙子求我，说他喜欢上你家腊月了，问你家腊月有没有对象，想和她谈恋爱。腊月娘听了，闷了一会，唉声叹气地说：你大娘，我早就想给她寻找对象了，你看我这身体病殃殃的，有早晨没晚上的，担心哪天走了，把孩子孤零零一个人撇在世上，走了也不能瞑目，我急于安排后事，可这孩子趴在我怀抱哭着做出决定，一辈子不结婚；你来之前，也有几家，看着我女儿长的俊，想娶我女儿，有的是孩子看中了，可家长嫌弃我女儿有条残疾腿，死活不答应，孩子扭不过大人，使这件事荒了；我还求人给说了几家，人家一听是个单腿残疾，就一口回绝了；这几家的说亲，把我女儿的心伤透了，所以，我女儿才做出一辈子不结婚的决定。东邻家大娘听了腊月娘的述说，知道这件事说不成，便放弃了。然而，一场暴雨里发生的事情，把腊月的情感从死亡线上慢悠悠地拉了回来。腊月离开门市布衣店，拄拐杖沿马路回家。腊月是腊月初一生人，爹妈给她起名腊月。天阴的黑沉，随着电闪雷鸣，滂沱大雨，飘泼而下，几分钟，柏油路面积水十公分左右，由高处流向洼处。腊月的拐杖失手，甩出一两米远，像鸭子游泳趴在水面上，底层衣服泡在水中，因为仰脖，才使嘴脸免受水浸。民警春节（大年初一生爹妈起的名）早就喜欢上腊月了，时常开着一台白色轿车，在腊月家周围溜车，观看腊月拄拐上班下班，一旦遇到不测进行保护。这一天，春节开辆白色轿车，快速赶到腊月跟前，从水中把她抱起，叫她坐在司机旁边坐位上，送到小区三号楼单元门前。腊月走近楼梯，回头对春节说声谢谢。转身，左手扶护拦，右手拄拐，迈步上楼。春节担心腊月上楼梯摔倒，凑过去扶她。腊月甩开春节的手，说：我天天一个人这样栏上楼，没出过事,你回去吧！春节没听。腊月硬梆梆地回话：咋啦？还要收“跑腿费”？春节心里不悦，不解，尴尬地站在头道楼梯前。腊月又接着说：我是个不吉祥之人，以后不要靠近我，免得给你带来灾难。春节第一次这么靠近的接触腊月，尽管受到腊月刺耳地警告，脸皮有点发热，但心里依然感到舒服，两眼静穆地盼望腊月的身影淹没在三层楼的拐道里。时隔不久，又是一个雨天，腊月走在道上，雨水隔住她两眼视线，拐杖找不准方向，又是一个鸭子浮水，身体趴在水面上。春节自从上次帮助腊月雨天脱险，就把腊月雨天可能遇到的危险放在心上，时常近距离进行保护。当腊月倒在水面上时，春节的白色轿车快速驶过去，下车，伸手把腊月从水面上抱起，放在司机1旁边坐位上，驶向三号楼房。腊月心情稳定后，说：春节，以后不要在我身上花费心思了，咱俩不会有结果的；天下好女孩多的是，你何必直盯着我这个一条残疾腿的女孩不放，为了不浪费你的青春，快撒手巴。春节问：为什么？腊月回答：我的个人感情，早叫我的拐杖打到悬崖底下去了。春节回答：那我就拽着带勾绳下到崖底，把感情帮你捞上来！腊月有些不耐烦地说：你这人怎么不懂得知趣哩，悬崖无底，没有办法捞上来！春节知道争辩不出结果，没有正面回答，直在心里暗下决心：你就是把感情藏匿到地球中心里，我也要挖个洞钻进去，把它捞上来！第二天，春节下班开车回家，经过事先了解到，腊月父亲死得早，对她母亲打击太大，落下病残的身躯，勉强能给腊月娘俩做做饭，别的什么也不能干。腊月为了养家糊口，供养身体病残的老娘，在菜市场边上开了一间门市布衣店。春节找到时，从门口发现腊月正忙着，便回到车坐上耐心地等待。天慢慢黑下来，腊月才疲倦地走出布衣店关门回家。春节拦住腊月，打开车门，伸直手指引，叫她上车。腊月故意没有听见，继续前行。春节使出武断，把腊月硬抱上车坐，砰的一声，关上车门。腊月气恼，不肯接受，坚持要下车。春节伸手用保险带捆住腊月，脚用力加大油门，白色轿车飞速朝三号楼驶去。腊月下车到楼梯前，回头说：我是个身残情感死了的废人，以后，离我远点。春节站楼梯低层前，目不转睛地送腊月踏上高层楼道，才转身开车回家。腊月的固执，展示着春节的耐久性，天天用车拉着腊月回家，希望从她那张彤云密布的脸面上，找到一丝回暖的裂缝。可是，仔仔细细观察数次，都以失败而告终。春节心里想：看来，腊月心中那个“冻结”，不是零下十度八度，也不是零下三十或四十度，恐怕是零下百十度；这样的“冻结”，只有剧烈燃烧的情感火焰，才能把它融化。春节对腊月身世做了一些调查：知道，腊月自幼因病受残，五岁丧父，为此，其母身心受到摧残，用一幅病弱身体支撑着家，把腊月抚养成人；腊月孝顺，不惧艰难，抛弃世间一切烦恼，把情感埋藏心底，用意志撑着残身，开布衣店养活老娘。堡垒有时可以从内部攻破，春节思前想后，决定尝试。这一天，春节送腊月到三号楼单元门口，他改变以往目送她上楼的习惯，紧跟在腊月身后前行，走到楼梯跟前，腊月说：你回去吧！春节说：我想拜见伯母。腊月绷着脸说：你带搜查证没有？春节反映慢，他的大脑还没回过神来，又受到腊月指责：你穿一身警服，随便硬闯民宅，合适吗？春节第二次尴尬地站在楼梯口，目送腊月上楼。一个星期天，春节知道腊月不在家，便只身闯入她家，拜访她母亲。走进家门，腊月母亲看见一位帅气小伙站立面前，便礼貌待客，让了个坐，给他倒了一杯水。春节没喝，把水杯放桌上，给腊月母亲恭恭敬敬地鞠躬，随即说道：伯母，我叫春节，腊月可能给您提过，我是为我们俩的感情事来的，有点唐突，您老别怪罪！腊月母亲听了，点点头，没有回话，心里想：要是给女儿找这么个女婿，真还不错，如果成了，我到九泉下也能瞑目了；可是，往常有不少家长托人来提亲，都因为女儿残疾，没成，这次，恐怕也是如此，不如把利害和他说说，叫他死心算了。便说道：年轻人，你来的用意我知道，你在腊月身上花了不少功夫，也没少碰钉子，吃闭门羹，今天你来我这里，是想叫我帮你疏通你和她的感情；我不2想瞒你，把实话告诉你吧，腊月父亲早年去世，就我一个亲人，而且还是个病残疾，三天两头犯病吃药，管理家务活都无法胜任，更别说抓挠钱养家了；另外，腊月自幼患小儿麻痹，留下残身，为了我，她带着残疾身体坚持开布衣店挣钱养家；我考虑到自己寿命不长，托人帮我给她找个人家把她嫁出去，我百年后她也好有个依靠；一是她本人死活不同意，二是人家一听她这家庭情况，都摇头散了；我想问你，你人长的帥，工资和岗位优越，为什么要找个残疾女孩？春节说：我喜欢她的坚强意志；喜欢她对老人的孝顺；喜欢她美丽的容貌；伯母，自从腊月开布衣店一开始，我就看上了她，我今天不是心血来潮，盲目地追求她，而是我长时间观察调查的结论，今生，我非她不娶。腊月母亲又问：这只是你个人的意见，你家人是什么意见？他们会依照你吗？春节说：伯母，这点你不用担心，我是个自幼失去双亲的孤儿，我家的事由我自己做主！腊月母亲听了春节的话，心里说：腊月能找到这样的女婿，是她的福气，在我有生之年，能给女儿把这事办了，以后到九泉下也瞑目了。对春节坦诚地说：你和腊月的感情事，咱们娘俩定不了，我以后问问腊月再说吧！从此，春节不再奢望尽快打开腊月心中的“冻结”，决定打一场马拉松战，用情感的慢火，蚕食般地去融化腊月心中的“冻结”。收起全文d",0,0,  , , ,"
                        2019年11月14日 05:11
                        ",360安全浏览器,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=43,https://weibo.com/7313425285/Ig6QReVDV?refer_flag=1001030103_
彭昱畅的容嬷嬷,2020年山东教师招聘#山东教师招聘每日打卡#D101打卡突然发布了期中考试成绩，所以时间被冲散了学习断断续续的，也就没怎么计时了最近心情有点起伏好担心自己职业倦怠啊课上没问题，下课了看着班里孩子就烦这可咋办呀看彭彭缓缓吧超格教育​,0,0,  ,3,2,"
                        2019年11月13日 22:33
                        ",2020年山东教师招聘超话,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=43,https://weibo.com/7267564498/Ig4ff7HE3?refer_flag=1001030103_
Daisy_zyyy,明天就要考物流啦，早上第一节课，希望顺利过啦(^_^)，开卷考，可是还是好懵哦，她的复习pot也是照搬书上，只要好好做不留空就不容易挂啦~可是好担心她的ppt考法，要是一个题没有翻到就跳下一题了咋办嗷，难搞，随机应变啦~加油嗷(ง•̀_•́)ง​,0,0,  ,2, ,"
                        2019年11月13日 22:16
                        ",HUAWEI nova 3,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=43,https://weibo.com/6583610057/Ig48e9pIW?refer_flag=1001030103_
种花家的妞妞,我和他的故事真的不是什么好故事，不明白我的闺蜜们为什么非要我讲出来。和他认识是因为参加了同一个社团，在此之前我连他是谁都不知道。我这个人和谁都能相处，看起来乐乐呵呵的，实际上内心里小算盘很多。参加了社团又总想着偷懒。每次社团开会我心里都是一百万个不愿意。搞不懂那些人逼逼叨叨的有什么可说的，屁大点事都要拿出来，“大家讨论讨论。”大学里除了上课最无聊的恐怕就是这些杂事。那天为了一个什么活动要摆外场，讨论到晚上十点。想着回去洗澡肯定要排队，我老早就坐不住了。私下里发消息威胁部长，“你再不结束我给你把办公室拆了。”部长是个老好人，被我一吓，五分钟就解散了。我高高兴兴走回到宿舍楼下，发现手机没拿。宿舍楼和学院楼离得一点都不近，我当时恨不得直接一头碰死在墙上，又有点担心就这么死了我的蚂蚁花呗没有人继承。回到学院楼在办公室门下的垫子里摸钥匙出来的时候，门突然开了，力气大的直接给我怼出去三米远。我捂着额头坐起来，“谁啊，没看见你爸爸这么大个人么。”(我承认我有点过于淑女了。)他愣了一下，“你不会先敲门么？这是你的手机吧。”我当时正在气头上，加上撞到头给我撞蒙了一时想不出来回怼的话，憋的一张脸通红。他以为我快死了，火急火燎就要把我往校医院送。我一把拍开他的手，拿了手机就走。当天晚上躺床上，想了一堆编排他的话。第二天院里就有传言，他大半夜不回宿舍在办公室里和某个神秘人物搞基。群里炸开了锅，我以为他会气急败坏的骂我，结果他承认了。承认了？！我当时觉得五个雷轰顶。怪不得脾气那么不好，原来是我坏了他好事。后来我每次遇到他都是毕恭毕敬，想要补偿一下那天晚上我马马虎虎搅和人家一对正在办好事儿的情侣(？？？)。就这么升了大二，我两好巧不巧一起留在了网宣部。他是部长，我是副部。人家是我的顶头上司，那我还能有好日子过么。早知道这样当初分部门我就不该填个随便。我头疼了好几天，舍友被我念叨的嫌弃我烦人。“你要觉得心里过不去，和人家道个歉不就完了。”我觉得舍友说的有道理。于是第一次新成员见面会，我卖力的刷宝犯贱，把我们部门的气氛活跃的不行不行的。估计门口路过的人以为我们在里面搞传销。当天散会就有胆大包天的学弟要送我回宿舍，被我一边哥俩好的拍肩一边给拒绝了。办公室就剩下我两。“那个上学期的事儿不好意思了，我不是故意坏你好事儿的，”我舔着脸看他。谁知道他一句话都没说。我的脸就怼在了他冷屁股上。我当然不服气了，“话说那人谁啊，你两谁攻谁受？”他一张脸铁青。“那天办公室除了我你还看见谁了！”我被他吓了一跳。仔细一想我确实没留意那天办公室里到底有没有人。“额。”我尴尬的不知道该说啥。他把最后一把凳子推到桌子底下，“走啊。”我赶紧小媳妇似的跟着他出去。关门的时候他刻意确认了两遍我已经整个人完完整整的站出来了，才开始锁门。“我怕把你脑子锁里面了我们还得回来取。”我气的一拳垂在他肚子上。硬硬的。他看着弱小跟个文科生似的，tmd居然有腹肌，劳资爱了。他在我热切寻求肯定的眼神下通红了一张脸。“偶尔有锻炼。”完了给我送到宿舍楼下。“下次有人说送你回去你就说你有人送。”我感激他这么体谅我，要是能让我不隔着衣服摸一把我就更感激他。估计我表情藏的不好，他连再见都没有，就直接逃走了。晚上做了春梦梦见我和他准备那啥，我刚要上手在他肚子上揩油，突然就有个男人把他公主抱走了。我叹气了好几天。怎么好男人都gay里gay气的。元旦的时候，社团给经费让组织团建。我们选了蹦床这种一夜之间可以回到童年的优秀节目。我开始的时候，特别激动，连着蹦了十五分钟，然后直接下线了。坐在海绵池旁边闭目养神，感慨年华逝去，青春不再。突然有个不长眼的学弟，扔了一个海绵块，正中我脑门，直接给我直挺挺的砸进去了。这海绵池阻力不是一般大，我怎么费力都出不来。还是他给我捞起来，揪着后领子，扔到休息区的。然后我就在一边看着他训那两个学弟，把那两个训的跟鹌鹑一样。我有点不忍心，拉了拉他衣角。那两个学弟看了我的眼色赶紧溜到一边玩去了。“我撞到你的头你恨不得跳起来把我头拧下来，现在咋不让我说他们。”他看起来气鼓鼓的。“那也是我的头，不要你管！”我这不怕他给学弟留下不好的印象，怎么好心当成驴肝肺。“你的头就是我的头。”他直勾勾的看着我，冒出这么一句。“你tm放屁。”我也没好气。突然他一把给我拽过去亲了一口。我当时恨不得死了算了，羞的一张脸通红。后来哦莫名其妙的就在一起了。闺蜜问起来他怎么表白的。我说你的头就是我的头，她们愣了一会儿，表示我找的对象是个什么玩意儿啊。我当时也是年轻气盛，“劳资的人不许你说。”就给怼回去了。后来我自己也想不通，我就问他到我两到底咋回事。“从搞基开始的。”他没脸没皮的说，他那天是看我手机没拿，刻意等我回去的。大冬天我两坐在启真湖旁边受冻也不知道咋想的。我手放在他腹肌上(没隔衣服)，仔细一回忆，搞了半天tmd和他搞基的人原来是我。“妞，给爷笑一个。”2西安·西北工业大学学长安校区收起全文d,0,0,  , ,2,"
                        2019年11月13日 19:41
                        ",OPPO Reno,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=43,https://weibo.com/7281932369/Ig37ujLSi?refer_flag=1001030103_
