博文,发文时间,关键词,是否担忧（1=担忧，0=不担忧）,标签1（担忧对象）,标签2（担忧什么）,标签3（什么保险）,标签4
#宝宝保险怎么买#了解这6条，买保险没人能坑你(中) 我们看一下同样是在50万保额、20年缴费的情况下，到底哪种保险划算？为了65岁返还保费，同样30岁男性每年需要多交80%的保费，就算75岁返还保费的，每年也要多交44%的保费。中国的消费者喜欢返还保费，为了占保费返还的便宜，每年多交20％-80％的钱。其实到时候返本的钱，本身就是每年多交保费在几十年后的自然增值，很有可能都不如自然增值的利益。打开天窗说亮话，保险公司不是慈善组织，所有产品都是精算师计算之后的结果，想占保险公司便宜，朋友~您是不是想得有点天真？不花钱免费就能得到保障，这种天上掉馅饼的事情只会发生在童话世界里。误区三:买的保险没出险，就亏了“买的保险没出险，就亏了”的这种说法，糯米君是非常不赞同甚至说是很讨厌的。我们要接受一个事实:买保险是要花钱的！是你花了钱来买一份收到法律保护的合同。这些保障虽然不是实物，摸不到，但是却是真实存在的。有人会认为我没有发生风险，所以就没有成本，其实这个观点是错误的，保险也是有成本的，其中一部分成本就是基础保障的成本，比如重疾险，精算师们就会考虑全国重疾率、寿险就会考虑全国人口死亡率等等。有人问了，你前面说了，这只是保险成本的一部分，那另外的一部分成本是什么呢？这里就不展开细说了，我会在后面的一篇文章中着重说下保险成本的核算模型。如果大家确定自己100％不会得重疾，100%不会出现意外，那么就不用买重疾险和意外险。之前有人开玩笑说，不出险觉得1元的保费都多余，等到出险了，恨不得全世界的保额都是我的！这种思想要改变，如果买了一份保障30年的定期寿险，30年后没有身故，我觉得首先应该感谢上苍的垂爱，又活了30年，同时你应该对用你交的钱理赔的人深怀同情并深表遗憾。所以买保险是要花钱的！只要是花钱的东西就都有成本。  误区四:大公司好，多花钱肯定有道理！现在中国有近200家保险公司，目前保险的营运牌照获得的门槛很高，能获得这些牌照的公司规模都很大，资金实力都很强。大家常见的误区我说一下误区1：只买大公司的产品大众眼里所谓的大公司，往往依靠于广告和周围网点的数量来判断，比如大家很熟悉的平安、人保、国寿。这些公司成立的时间比较长，所以大家都熟知。而判断大小的依据除了成立的时间，还有股东的背景、注册资金以及每年盈利能力等等。所以不能自己没听过就是小公司，听过的就是大公司这种初级的想法。  O绿洲 收起全文d,2019年12月25日 12:59,我是不是应该买保险,0,,,,
"2019年12月25日 05:29
                        
                                          来自 HUAWEI P10 Plus",2019年12月24日 12:39,我是不是应该买保险,0,,,,
"都是重疾险，别人花5000，凭啥你花10000？

朋友在亲戚的推荐下买了一份重疾险，保额50万，缴费期30年，每年缴费1万多，一切看起来很完美！

正好，他的同事也刚买了一份重疾险，保额、缴费期都一样，唯一不同的是，每年保费只用5000多！没错，确实是5000多！！！

朋友很郁闷，“都是重疾险，别人花5000，凭啥我要花10000？”

我觉得是时候给大家普及一下了！希望更多的朋友看到，少走弯路，少花钱，毕竟谁挣钱都很不容易！

1

为啥价格差距那么大？

探其根源，究竟哪些因素影响了保费的价格呢？主要可归结为以下4个原因！

1、盲目追捧大公司

很多人认为，买保险短则几十年，长则一辈子，只认大公司，觉得更有保障。

其实，保险产品的优劣和公司大小并没有直接关系。相反，大公司的广告费、营销费用会更高，这些支出也会计算进保险产品的保费中。

不同公司的同类型产品，大公司的会更贵！

2、年龄/性别因素

性别、年龄也是影响价格的主要因素之一。以重疾险为例，年纪越小，保费越低；同一年龄，女性比男性的价格更低！

3、自身健康差异

同时，个体的身体健康状况也会影响投保和保费。比如乙肝大三阳患者、体重过重等都有可能会被直接拒保、除外责任承保、加费承保等。

4、保障内容不同

①　保障期限和缴费期限

同一款产品，保终身比保到固定年限（比如：保到70岁）的价格贵。因为，保障的时间越久，发生风险的概率也更高。缴费期越长，每年交的钱就越少。

②　多次赔付更贵

多次赔付比单次赔付的重疾险更贵。预算少，单次赔付就够了。预算充足，可以购买多次赔付的重疾险。同时，多次赔付的间隔期越短越好。

③　带身故责任的重疾险更贵

带身故责任的重疾险，价格相对高很多。如果重疾责任赔付过，身故责任保障就失效了，和不带身故责任的重疾险没有区别。

因此，可以单独配置保障疾病的医疗险、重疾险，寿险更划算！

④　附加险越多越贵

常见附加险有医疗险、癌症二次赔付等，加的越多，保费就越多。

⑤　返还型比消费型贵

返还型保险是在合同约定的年限后，未曾出险赔付就返还保费。其实，返还的保费是你多交的保费换来的，如果出了险，返还也就没有了。

2

这样买保险更划算！

1、趁早买保险

买保险真的要趁早！年龄越小，费率越低。而且，年龄小身体好，被加费或拒保的情况也比较少。

2、不看公司看产品

“便宜没好货”在买保险这件事上毫无道理！只要产品的保障好、价格实惠，甭管是不是小公司，是否知名，放心买！

3、消费型保险更实惠

保险主要功能是应对未来风险，千万不要被眼前的蝇头小利蒙了双眼，保障才应该是保险的核心功能。

4、延长缴费期

特别是对于重疾保险，大部分产品都有豁免功能，缴费时间越长，每期交的保费越少。

5、理性选择附加险

建议大家根据自身情况，先完善基础保障，再根据预算和需求去选择相应的附加险。 2北京·小西天 收起全文d",2019年12月24日 12:20,我是不是应该买保险,0,,,,
我们跟客户探讨是不是应该买保险， 其实就是在探讨风险是否存在，生命是否比金钱重要，所以销售过程就是生命价值确认过程。生病后，钱就是命！ ​,2019年12月24日 11:38,我是不是应该买保险,0,,,,
"1、因为我的身高不高，所以未来我的人生里就不应该出现1米7以上的男子吗？因为你们的想法是我要扬起我高傲的下巴去看别人，我只想说你们想多了。1米7以上的男子就只比我高了眉毛以上的身高。马克思说:“伟人之所以看起来伟大,只是因为我们在跪着。其实当我们平起相坐时，就不会存在谁高谁矮。不要轻易放弃自己的追求，哪怕是有人阻碍。做梦好的，说不定有一天就实现了。2、不知道写《水浒传》那个人的结局是不是个逗比，明明宋江那一众人那么有能力最后非要招安，直接造反不就行了吗？真的应证了一句话，好人命不长。祸害遗千年。3、花千骨里面的马克绝对是我见过的最愚蠢的领导，果然在江山和美人面前，都只愿意要美人。4、蜜蜂痛恨人类，于是想报复人类，用自己的长蛰插入人类的皮肤。可人类只是休养几天，而蜜蜂却要付出生命的代价，在这之前，蜜蜂不知道自己是这种结果。5、搞不定为什么现在听歌酷歌音乐都要登录6、会计从业资格证书早就被取消了，现在当会计都可以不用证了，时代在不停的发展，改革在不停的进步，剔除了一些老的东西，我只想说改革都是坑人的。7、如果我们一开始就知道努力地东西是白费，那么我们真的会选择不努力，只是我门有了经验，便可以少走很多弯路。8、人生没有绝对的死棋，包括工作、生活和感情。9、民以食为天，民以零食为天10、吃猪肉要贷款，自行车也该买保险。 收起全文d",2019年12月23日 20:26,我是不是应该买保险,0,,,,
是不是只有我觉得买保险就是被热情的服务后签合同、交钱，以后十年二十年就是交钱。时间长了，没人理你，自己都不记得那份合同中你应该享受什么，特别是真要理赔比从哪要钱都复杂都难 2湘潭 ​,2019年12月23日 12:38,我是不是应该买保险,0,,,,
"重疾险5问5答

-问题 1-
问：几十种病那么复杂，我一个不懂医学知识的人怎么搞得清楚？

其实你不需要搞明白，也很难真的全部搞明白，条款的科学性合理性应该由行业规范和监管部门负责。所以保险的合法性是其安全性的保证。这就好比买卖手机的不需要会修手机，买卖汽车的不需要会修汽车。能看懂说明书，学会基本操作就可以了。再打个比方，吃药你不需要自己研究药品说明书（那个说明书是为了符合监管规定明确责任），只要遵医嘱，能搞懂用法用量就可以。

买保险也一样，我们最该关注的是：交多少（保费），领多少（保额），出什么事赔多少（保险责任），什么情况不给（除外责任）。
退一万步说，学医的也未必能搞懂全部的几十种病。

-问题 2-
问：合同上那几十种病，每个都离死不远了，这个时候你们再赔钱有什么用？

先不说现实中一些常见的重大疾病的存活率越来越高，比如乳腺癌等。保险公司的理赔数据也证明不像我们想象的那么糟糕。我们需要确认的问题是：生病能不能治好，是医院和医生的水平问题；生病了要不要去医院治疗，是每个家庭的决定；治疗花了很多钱钱有没有人帮助承担，这才和保险有瓜葛。

我们只需要问自己：生病要不要治？当然得治。明知道治不好要不要治？除了病人自己可以说不治，家属都会全力以赴，所以负债累累倾家荡产的不是少数。治了花钱了，不管结果是不是治好了，有人给承担和没人管哪个好？当然是有人管好。

重疾险就是在我们最困难的时候给一大笔钱，没有任何错误，没有任何伤害，为什么要拒绝呢？

-问题 3-
问：我们单位福利好，医疗费都报销，这重疾险买了不是多余吗？

重疾险是约定给付，不是报销（报销是补偿概念，损失多少补偿多少，有损失才有补偿），不要发票，买多少就给多少，不管你怎么花。科学的说法，保险是帮助我们对冲风险，增强安全感。换个角度理解，就是在我们倒霉的时候（罹患重疾），帮助我们把钱变多，跟医疗费没关系，给人以心理上的希望。

比如一个人患病，单位全部报销，保险公司赔付1000万（也许只交了50万保费），可以把房贷还了，康复疗养没经济压力，不拖累家人，甚至提高了生活品质，到处旅旅游出去看看世界……即使终究还是离开，也给家人留下足够的财富，而不是烂摊子。保险就是在我们遭遇不幸的时候把钱变多，这一定是好事而不是坏事。

很多人这一生都是在拼命赚钱，希望钱越多越好，所以明知“资金规划有风险，入市需谨慎”，还是趋之若鹜。其实保险也是一种风险资金规划，而且确保风险一旦发生，一定获得收益。

-问题 4-
问：生活不富裕，每年交好几千，还要交几十年，对我来说压力太大了吧？

如果现在都担心每年几千块保费的压力，那你其实更需要担心将来某一天几万几十万医疗费的问题，那压力更承担不起不是吗？

趁着现在还年轻，还可以奋斗的年龄，应该研究的是怎么努力多赚钱，而不是靠侥幸心理，纠结是否可以靠不买保险来省钱。事实一再证明，凡事当年咬牙做的决定都是对的，当时不咬牙，等遇到事情的时候，咬
掉呀也没用了。

-问题 5-
问：这么多公司，这么多保险，这么多代理人，我该相信谁？该选什么产品？

记住一句话：拥有才有价值。买就比不买合适，有保障就比没保障好。何况，我们这一辈子消费的那么多东西，你的衣服不一定是最漂亮的，你的车不一定是超好的，你的房子性价比也未必最高，但有的都比没有的好。所以不要过于纠结价格，多关注价值（能帮你解决什么问题）。

如果真的要比较产品，也要在交费额度一样，交费期一致，保障期相同的情况下比较利益，不然就没有意义。保险产品大多情况下是一分价钱一分货，如果看上去一模一样的两个产品价格差距却很大，那一定是你没有发现关键的不同点，这时你应该去咨询专业人士。

在购买重疾险时需要关注的几个要点：

①观察期（有90天的，有180天甚至更长的，对客户来说，越短越好）；
②疾病种类（也不是越多越好，市面流行的基本都够用，种类太多带来的价格高没必要，有包含疾病末期或者生命关爱责任的超好）；
③有轻症额外给付的好；有特定疾病额外给付的好；
④有身故责任的好；
⑤只买专项重疾是不够保险的，但可以作为补充。 收起全文d",2019年12月23日 12:32,我是不是应该买保险,0,,,,
要学会：“烧香”修行之事，要”这样烧“才能消灾去祸！一般来说，初一、十五和神仙圣诞很多人都去道教宫观烧香许愿。很多道教宫观也以无求不应而闻名遐迩，受到很多信众的朝拜，香火不断。很多人也会以为这是因为自己上香的原因，才会得到神仙的庇佑，因而也会有很多人因为事情不顺利就到宫观上香，祈福禳灾。真的是因为上香的原因吗？很多人对烧香的事情表示怀疑，烧香真的有这么大的功用吗？为什么要去道观烧香？烧香有什么好处？为什么在道教宫观求神许愿会比较灵？是不是只要求神许愿，神仙都会满足心愿呢？带着这些问题，我们一起看看到道观里面烧香的那些事。一、道教焚香只是通信，心诚方可感通三界“九天之上，惟道独尊。万法之中，焚香为先。”焚香是供养神仙的主要方式之一。因为香烟缭绕可以结成云篆，可以上达天庭，奏表悃诚之意，所以上香前必须祝之以使心诚意真。在《祝香咒》中有“道由心学，心假香传。”也就是说，修道者用诚心来修道，借用焚香来表达自己得诚心诚意，将悃诚之意传达仙境。许多修道者都是通过虔诚焚香感应到三界的真师，为其传道解疑。历史上那些著名的修道大家，至少有一半以上都是通过焚香这种方式求得真师真法的。那么，是不是只要心诚了就一定能感通神仙呢？在道教科仪中，有“香自诚心起，烟从信里来。一诚通天界，诸真下瑶阶。”从这句话，不难看出焚香需要心诚，烟便是通信的主要媒介，心诚就能感通三界，这样神仙都会下凡看我们了。也正是因为这个原因，很多人都道教宫观都会烧香，也会虔诚地稽首磕头，希望能所求遂愿，无求不应。那么，是不是只要心诚了就一定能感通神仙呢？在道教科仪中，有“香自诚心起，烟从信里来。一诚通天界，诸真下瑶阶。”从这句话，不难看出焚香需要心诚，烟便是通信的主要媒介，心诚就能感通三界，这样神仙都会下凡看我们了。也正是因为这个原因，很多人都道教宫观都会烧香，也会虔诚地稽首磕头，希望能所求遂愿，无求不应。道教认为，“道”是宇宙的本体，万物的本源，万物运行的规律以及人间伦理道德纲常。“德”是道的外化及功能。神仙是循德而上，在精神和肉体及伦理道德超越于世俗的精神实体。神仙既是道的化身，又是人类道德的楷模。道教以道为最高信仰，用“道德”思想告谕、教化众生，追求天人合一、宇宙和谐、天下太平，教导人们通过修道积德达到安乐幸福、长生久视、得道成仙。二、赐福消灾同赖善功，天道无亲常与善人求神许愿之后，很多人都会想着愿望会不会实现。那么，是不是所有的愿望都会实现？是不是只要供品多就能得到神仙的眷顾呢？对于这些问题，在很多道教经典中都有提及，比如《道德经》有“天道无亲，常与善人”，《三官经》有“赐福消灾，同赖善功。另外，在很多道教善书中也作了专门的讲解。从这句话不难看出，神仙不分亲疏，总是把善果报应善人。所以给大家赐福消灾并不是仅仅因为许愿或者求神仙了，而是因为自身的善功。同样，也会有人问：为什么我烧香这么久，还会有这么多不顺和不快，为什么我的生意不挣钱，为什么我家里人得病，为什么儿子不听话，为什么我没房没车，很多人都比我强呢？《文昌帝君阴鸷文》有：“欲广福田，须凭心地。行时时之方便，作种种之阴功。利物利人，修善修福。正直代天行化，慈祥为国救民。存平等心，扩宽大量。忠主孝亲，敬兄信友。各睦夫妇，教训子孙。毋慢师长，毋侮圣言。”由此可见，需要修福修善必须从心底上下功夫，而不是做表面工夫，做到“行时时之方便，作种种之阴功”，以至于“利物利人，修善修福”，“人能如此存心，天必赐福于他”。如果凭心做事，《太上感应篇》中有“司过之神依人犯轻重，以夺人算。算减则贫耗，多逢忧患，人皆恶之，刑祸随之，吉庆避之，恶星灾之，算尽则死。又有三台北斗神君，在人头上，录人罪恶，夺其纪算。又有三尸神，在人身中，每到庚申日，辄上诣天曹，言人罪过。月晦之日，灶神亦然。凡人有过，大则夺纪，小则夺算。其过大小，有数百事，欲求长生者，先须避之。”所以，就算烧香很多年，每个月都去宫观烧香，也未必能避免厄运的降临。香供养神仙不是在表忠心，交保护费，买保险，所以信神仙就按照神仙的教导去完善自己，勤修福慧，自然百福骈臻，千祥云集。三、结交仙友栖集清虚，永断执迷咸归至道道教是长生久视之道，是升天得道之道，而不是让他套上更多的枷锁，以至于通过求神许愿获取那些短期利益，朝真拜斗获取消灾解难。如果真的这样，就好比走入福堂转了一圈，只解决了自身问题，而没有得到实质性的利益。《早课经》有：“思沉沦苦，发清净心，皈奉圣真，特求忏悔，丐怜愚昧。原赦罪愆，解释报冤，蠲消魔障，所觊命逢昌运，名注丹台。际遇真师，亲闻至道，精修妙行，增长善芽，尽节玄门，怡神真境。他日运应灭度，自性不致昏迷。径生十善之家。能通宿命，还证上乘之道，承侍虚皇。”所以，皈依正道，结交仙友，以至于栖集清虚，而长生久视。而不仅仅只是求神许愿，满足日常生活安定无虞，更应该“存平等心，扩宽大量”、“语善，视善，行善”，德蒙神仙赐福消灾，永断执迷咸归至道。 收起全文d,2019年12月22日 13:24,我是不是应该买保险,0,,,,
#宝宝保险怎么买#买保险前还要准备什么(中) 二、先大人，后小孩、老人很多人都是因为孩子出生，才考虑购买保险的，为了给孩子未来更多的保障，会花不少钱给孩子购买保险，尤其以重疾险、教育金最多，当年的我也是其中之一。可这样就真的对吗？举个例子，如果年收入20万的家庭，每年拿出10％的预算，也就是用2万给全家购买保险，我相信这些预算已经足够多了。如果不加思考，先不说教育年金了，给孩子买了7000元的重疾险，那么给大人留下的空间就非常小，剩下的1.3万能做什么呢？先看一个粉丝的留言:见图3糯米君建议，买保险一定要做到先大人，后小孩、老人。理性来讲，孩子对于家庭来讲算是一种“负债”，在长达十几年、甚至工作之前的时间里，都没办法给家庭贡献收入。三、先保家庭第一经济支柱，后保家庭第二经济支柱之前说了要先大人后小孩、老人，那么大人的投保顺序是什么呢？我想大家应该都知道了，肯定是谁承担“爱与责任”的越多越先投保。所以首先要保障家庭经济支柱（家里挣钱最多、次多的人）的意外、医疗、重大疾病和寿险获得了充分的保障。防止风险来临后，父母由于罹患重疾没办法继续工作，或更不幸的离开人世，孩子可以通过保险理赔得到至少几十万、上百万的理赔款而生存下去，并且继续接受良好的教育。对于家庭来讲，大人的平安才是孩子健康成长的唯一前提，所以在大人保险没有足够配置之前，请谨慎为孩子花费重金，不理性的购买保险。如果前面的“1”没有了，出现重大问题了，后面多少个“0”也没有意义。四、先规划，后产品大家可能会跟我自己之前买保险一样，总问身边的朋友，听说最近这款保险产品性价比特别高，帮看下有什么优点和缺点？到底值不值得买。同样地，每天糯米君在后台及身边的朋友的询问，也会遇到类似的问题，比如最近很火的，听说预定利率4.025%的年金产品马上下架，是不是现在不买就来不及了？对于这样的问题，糯米君一般很难回答。因为保险是一种转移家庭财务风险的工具，不同家庭的情况不同，风险也不同。不知道家庭的收入、预算、人员结构、过往保险配置、身体健康情况，是没办法给大家一个合适的答案的。所以我建议大家要充分认识自己的家庭情况，以及自己对风险的偏好，选择合适的保险产品，而不要过分的陷入这个保险好不好，那个保险好不好的怪圈中。未完待续，限于篇幅有限，请继续看(下) O绿洲 收起全文d,2019年12月22日 10:00,我是不是应该买保险,0,,,,
“烧香”修行之事，要”这样烧“才能消灾去祸！一般来说，初一、十五和神仙圣诞很多人都去道教宫观烧香许愿。很多道教宫观也以无求不应而闻名遐迩，受到很多信众的朝拜，香火不断。很多人也会以为这是因为自己上香的原因，才会得到神仙的庇佑，因而也会有很多人因为事情不顺利就到宫观上香，祈福禳灾。真的是因为上香的原因吗？很多人对烧香的事情表示怀疑，烧香真的有这么大的功用吗？为什么要去道观烧香？烧香有什么好处？为什么在道教宫观求神许愿会比较灵？是不是只要求神许愿，神仙都会满足心愿呢？带着这些问题，我们一起看看到道观里面烧香的那些事。一、道教焚香只是通信，心诚方可感通三界“九天之上，惟道独尊。万法之中，焚香为先。”焚香是供养神仙的主要方式之一。因为香烟缭绕可以结成云篆，可以上达天庭，奏表悃诚之意，所以上香前必须祝之以使心诚意真。在《祝香咒》中有“道由心学，心假香传。”也就是说，修道者用诚心来修道，借用焚香来表达自己得诚心诚意，将悃诚之意传达仙境。许多修道者都是通过虔诚焚香感应到三界的真师，为其传道解疑。历史上那些著名的修道大家，至少有一半以上都是通过焚香这种方式求得真师真法的。那么，是不是只要心诚了就一定能感通神仙呢？在道教科仪中，有“香自诚心起，烟从信里来。一诚通天界，诸真下瑶阶。”从这句话，不难看出焚香需要心诚，烟便是通信的主要媒介，心诚就能感通三界，这样神仙都会下凡看我们了。也正是因为这个原因，很多人都道教宫观都会烧香，也会虔诚地稽首磕头，希望能所求遂愿，无求不应。那么，是不是只要心诚了就一定能感通神仙呢？在道教科仪中，有“香自诚心起，烟从信里来。一诚通天界，诸真下瑶阶。”从这句话，不难看出焚香需要心诚，烟便是通信的主要媒介，心诚就能感通三界，这样神仙都会下凡看我们了。也正是因为这个原因，很多人都道教宫观都会烧香，也会虔诚地稽首磕头，希望能所求遂愿，无求不应。道教认为，“道”是宇宙的本体，万物的本源，万物运行的规律以及人间伦理道德纲常。“德”是道的外化及功能。神仙是循德而上，在精神和肉体及伦理道德超越于世俗的精神实体。神仙既是道的化身，又是人类道德的楷模。道教以道为最高信仰，用“道德”思想告谕、教化众生，追求天人合一、宇宙和谐、天下太平，教导人们通过修道积德达到安乐幸福、长生久视、得道成仙。二、赐福消灾同赖善功，天道无亲常与善人求神许愿之后，很多人都会想着愿望会不会实现。那么，是不是所有的愿望都会实现？是不是只要供品多就能得到神仙的眷顾呢？对于这些问题，在很多道教经典中都有提及，比如《道德经》有“天道无亲，常与善人”，《三官经》有“赐福消灾，同赖善功。另外，在很多道教善书中也作了专门的讲解。从这句话不难看出，神仙不分亲疏，总是把善果报应善人。所以给大家赐福消灾并不是仅仅因为许愿或者求神仙了，而是因为自身的善功。同样，也会有人问：为什么我烧香这么久，还会有这么多不顺和不快，为什么我的生意不挣钱，为什么我家里人得病，为什么儿子不听话，为什么我没房没车，很多人都比我强呢？《文昌帝君阴鸷文》有：“欲广福田，须凭心地。行时时之方便，作种种之阴功。利物利人，修善修福。正直代天行化，慈祥为国救民。存平等心，扩宽大量。忠主孝亲，敬兄信友。各睦夫妇，教训子孙。毋慢师长，毋侮圣言。”由此可见，需要修福修善必须从心底上下功夫，而不是做表面工夫，做到“行时时之方便，作种种之阴功”，以至于“利物利人，修善修福”，“人能如此存心，天必赐福于他”。如果凭心做事，《太上感应篇》中有“司过之神依人犯轻重，以夺人算。算减则贫耗，多逢忧患，人皆恶之，刑祸随之，吉庆避之，恶星灾之，算尽则死。又有三台北斗神君，在人头上，录人罪恶，夺其纪算。又有三尸神，在人身中，每到庚申日，辄上诣天曹，言人罪过。月晦之日，灶神亦然。凡人有过，大则夺纪，小则夺算。其过大小，有数百事，欲求长生者，先须避之。”所以，就算烧香很多年，每个月都去宫观烧香，也未必能避免厄运的降临。香供养神仙不是在表忠心，交保护费，买保险，所以信神仙就按照神仙的教导去完善自己，勤修福慧，自然百福骈臻，千祥云集。三、结交仙友栖集清虚，永断执迷咸归至道道教是长生久视之道，是升天得道之道，而不是让他套上更多的枷锁，以至于通过求神许愿获取那些短期利益，朝真拜斗获取消灾解难。如果真的这样，就好比走入福堂转了一圈，只解决了自身问题，而没有得到实质性的利益。《早课经》有：“思沉沦苦，发清净心，皈奉圣真，特求忏悔，丐怜愚昧。原赦罪愆，解释报冤，蠲消魔障，所觊命逢昌运，名注丹台。际遇真师，亲闻至道，精修妙行，增长善芽，尽节玄门，怡神真境。他日运应灭度，自性不致昏迷。径生十善之家。能通宿命，还证上乘之道，承侍虚皇。”所以，皈依正道，结交仙友，以至于栖集清虚，而长生久视。而不仅仅只是求神许愿，满足日常生活安定无虞，更应该“存平等心，扩宽大量”、“语善，视善，行善”，德蒙神仙赐福消灾，永断执迷咸归至道。 收起全文d,2019年12月21日 14:32,我是不是应该买保险,0,,,,
要学会：“烧香”修行之事，要”这样烧“才能消灾去祸！一般来说，初一、十五和神仙圣诞很多人都去道教宫观烧香许愿。很多道教宫观也以无求不应而闻名遐迩，受到很多信众的朝拜，香火不断。很多人也会以为这是因为自己上香的原因，才会得到神仙的庇佑，因而也会有很多人因为事情不顺利就到宫观上香，祈福禳灾。真的是因为上香的原因吗？很多人对烧香的事情表示怀疑，烧香真的有这么大的功用吗？为什么要去道观烧香？烧香有什么好处？为什么在道教宫观求神许愿会比较灵？是不是只要求神许愿，神仙都会满足心愿呢？带着这些问题，我们一起看看到道观里面烧香的那些事。一、道教焚香只是通信，心诚方可感通三界“九天之上，惟道独尊。万法之中，焚香为先。”焚香是供养神仙的主要方式之一。因为香烟缭绕可以结成云篆，可以上达天庭，奏表悃诚之意，所以上香前必须祝之以使心诚意真。在《祝香咒》中有“道由心学，心假香传。”也就是说，修道者用诚心来修道，借用焚香来表达自己得诚心诚意，将悃诚之意传达仙境。许多修道者都是通过虔诚焚香感应到三界的真师，为其传道解疑。历史上那些著名的修道大家，至少有一半以上都是通过焚香这种方式求得真师真法的。那么，是不是只要心诚了就一定能感通神仙呢？在道教科仪中，有“香自诚心起，烟从信里来。一诚通天界，诸真下瑶阶。”从这句话，不难看出焚香需要心诚，烟便是通信的主要媒介，心诚就能感通三界，这样神仙都会下凡看我们了。也正是因为这个原因，很多人都道教宫观都会烧香，也会虔诚地稽首磕头，希望能所求遂愿，无求不应。那么，是不是只要心诚了就一定能感通神仙呢？在道教科仪中，有“香自诚心起，烟从信里来。一诚通天界，诸真下瑶阶。”从这句话，不难看出焚香需要心诚，烟便是通信的主要媒介，心诚就能感通三界，这样神仙都会下凡看我们了。也正是因为这个原因，很多人都道教宫观都会烧香，也会虔诚地稽首磕头，希望能所求遂愿，无求不应。道教认为，“道”是宇宙的本体，万物的本源，万物运行的规律以及人间伦理道德纲常。“德”是道的外化及功能。神仙是循德而上，在精神和肉体及伦理道德超越于世俗的精神实体。神仙既是道的化身，又是人类道德的楷模。道教以道为最高信仰，用“道德”思想告谕、教化众生，追求天人合一、宇宙和谐、天下太平，教导人们通过修道积德达到安乐幸福、长生久视、得道成仙。二、赐福消灾同赖善功，天道无亲常与善人求神许愿之后，很多人都会想着愿望会不会实现。那么，是不是所有的愿望都会实现？是不是只要供品多就能得到神仙的眷顾呢？对于这些问题，在很多道教经典中都有提及，比如《道德经》有“天道无亲，常与善人”，《三官经》有“赐福消灾，同赖善功。另外，在很多道教善书中也作了专门的讲解。从这句话不难看出，神仙不分亲疏，总是把善果报应善人。所以给大家赐福消灾并不是仅仅因为许愿或者求神仙了，而是因为自身的善功。同样，也会有人问：为什么我烧香这么久，还会有这么多不顺和不快，为什么我的生意不挣钱，为什么我家里人得病，为什么儿子不听话，为什么我没房没车，很多人都比我强呢？《文昌帝君阴鸷文》有：“欲广福田，须凭心地。行时时之方便，作种种之阴功。利物利人，修善修福。正直代天行化，慈祥为国救民。存平等心，扩宽大量。忠主孝亲，敬兄信友。各睦夫妇，教训子孙。毋慢师长，毋侮圣言。”由此可见，需要修福修善必须从心底上下功夫，而不是做表面工夫，做到“行时时之方便，作种种之阴功”，以至于“利物利人，修善修福”，“人能如此存心，天必赐福于他”。如果凭心做事，《太上感应篇》中有“司过之神依人犯轻重，以夺人算。算减则贫耗，多逢忧患，人皆恶之，刑祸随之，吉庆避之，恶星灾之，算尽则死。又有三台北斗神君，在人头上，录人罪恶，夺其纪算。又有三尸神，在人身中，每到庚申日，辄上诣天曹，言人罪过。月晦之日，灶神亦然。凡人有过，大则夺纪，小则夺算。其过大小，有数百事，欲求长生者，先须避之。”所以，就算烧香很多年，每个月都去宫观烧香，也未必能避免厄运的降临。香供养神仙不是在表忠心，交保护费，买保险，所以信神仙就按照神仙的教导去完善自己，勤修福慧，自然百福骈臻，千祥云集。三、结交仙友栖集清虚，永断执迷咸归至道道教是长生久视之道，是升天得道之道，而不是让他套上更多的枷锁，以至于通过求神许愿获取那些短期利益，朝真拜斗获取消灾解难。如果真的这样，就好比走入福堂转了一圈，只解决了自身问题，而没有得到实质性的利益。《早课经》有：“思沉沦苦，发清净心，皈奉圣真，特求忏悔，丐怜愚昧。原赦罪愆，解释报冤，蠲消魔障，所觊命逢昌运，名注丹台。际遇真师，亲闻至道，精修妙行，增长善芽，尽节玄门，怡神真境。他日运应灭度，自性不致昏迷。径生十善之家。能通宿命，还证上乘之道，承侍虚皇。”所以，皈依正道，结交仙友，以至于栖集清虚，而长生久视。而不仅仅只是求神许愿，满足日常生活安定无虞，更应该“存平等心，扩宽大量”、“语善，视善，行善”，德蒙神仙赐福消灾，永断执迷咸归至道。 收起全文d,2019年12月20日 12:47,我是不是应该买保险,0,,,,
弹劾案一通过，共和党和民主党从此分道扬镳，建国说佩洛西疯了，应该是被建国逼疯的，历史会写上这一笔，弹劾是政变。全世界不会在乎美国还是不是三权分立民主主义，但通过弹劾美国就会围着是不是滥用职权展开辩论，一展开辩论那么鬼知道会发生什么事情。资本市场就会提前买保险，所以在这个节骨眼上佩洛西弹劾建国，建国说的没错，她和民主党都疯了。如果说建国还有一点爱国精神的话，那么民主党就只在乎自己的利益，自私任性，对于民主党国家是什么，世界是什么，民主是什么，都是一件件拿在手中的工具罢了。美国那边狂忙公关，参议院不会通过，一通过不用说美国分成两个，民主美国，民族美国。民主党这个口子开的太差了，是真的急了。有生之年应该可以看到真正的美利坚众合国。 收起全文d,2019年12月20日 08:45,我是不是应该买保险,0,,,,
